"title","link","year","rating","n_ratings","genre","cert","country","lang","budget","opening_week","runtime"
"Batla House","http://www.imdb.com/title/tt8869978/?ref_=adv_li_tt",2019,7.2,9223," Action, Drama, Thriller","12A","India","Hindi",NA,212645,146
"Batman Ninja","http://www.imdb.com/title/tt7451284/?ref_=adv_li_tt",2018,5.6,17176," Animation, Action, Sci-Fi","12","Japan,USA","Japanese,English",NA,NA,85
"Batman and Harley Quinn","http://www.imdb.com/title/tt6556890/?ref_=adv_li_tt",2017,5.9,11284," Animation, Action, Adventure, Comedy, Fantasy, Sci-Fi","12A","USA","English",3500000,NA,74
"Batman v Superman: Dawn of Justice","http://www.imdb.com/title/tt2975590/?ref_=adv_li_tt",2016,6.4,617625," Action, Adventure, Sci-Fi","12A","USA","English",2.5e+08,166007347,152
"Batman: Gotham by Gaslight","http://www.imdb.com/title/tt7167630/?ref_=adv_li_tt",2018,6.7,13140," Animation, Action, Adventure, Crime, Fantasy, Horror, Mystery, Thriller","15","USA","English",NA,NA,78
"Batman: The Killing Joke","http://www.imdb.com/title/tt4853102/?ref_=adv_li_tt",2016,6.4,48858," Animation, Action, Crime, Drama, Thriller","15","USA","English",3500000,NA,76
"Battle of the Sexes","http://www.imdb.com/title/tt4622512/?ref_=adv_li_tt",2017,6.7,49453," Biography, Comedy, Drama, Sport","12A","UK,USA","English",2.5e+07,518332,121
"Battle of the Year","http://www.imdb.com/title/tt1532958/?ref_=adv_li_tt",2013,5,9007," Drama, Music","12","USA","English",2e+07,4603177,110
"Battle: Los Angeles","http://www.imdb.com/title/tt1217613/?ref_=adv_li_tt",2011,5.7,173450," Action, Sci-Fi","12A","USA","English,Ukrainian",7e+07,35573187,116
"Battleship","http://www.imdb.com/title/tt1440129/?ref_=adv_li_tt",2012,5.8,234704," Action, Adventure, Sci-Fi, Thriller","12A","USA,Japan","English,Japanese",2.09e+08,25534825,131
"Baywatch","http://www.imdb.com/title/tt1469304/?ref_=adv_li_tt",2017,5.5,158256," Action, Comedy, Crime","15","UK,China,USA","English,Spanish",6.9e+07,18503871,116
"Beach Rats","http://www.imdb.com/title/tt6303866/?ref_=adv_li_tt",2017,6.4,12133," Drama","15","USA","English",NA,46451,98
"Beast","http://www.imdb.com/title/tt5628302/?ref_=adv_li_tt",2017,6.8,10209," Crime, Drama, Mystery, Romance","15","UK","English",NA,53248,107
"Beastly","http://www.imdb.com/title/tt1152398/?ref_=adv_li_tt",2011,5.6,75103," Drama, Fantasy, Romance","12A","USA","English",1.7e+07,9851102,86
"Beasts of No Nation","http://www.imdb.com/title/tt1365050/?ref_=adv_li_tt",2015,7.7,72718," Drama, War","15","USA","English,Akan",6e+06,51003,137
"Beasts of the Southern Wild","http://www.imdb.com/title/tt2125435/?ref_=adv_li_tt",2012,7.3,80161," Adventure, Drama, Fantasy","12A","USA","English",1800000,169702,93
"Beatriz at Dinner","http://www.imdb.com/title/tt5929750/?ref_=adv_li_tt",2017,6,8937," Comedy, Drama","","USA","English,Spanish",NA,141959,82
"Beautiful Boy","http://www.imdb.com/title/tt1226837/?ref_=adv_li_tt",2018,7.3,50642," Biography, Drama","15","USA","English",2.5e+07,218888,120
"Beautiful Boy","http://www.imdb.com/title/tt1533013/?ref_=adv_li_tt",2010,6.6,6307," Drama","15","USA,Canada","English",NA,16162,100
"Beautiful Creatures","http://www.imdb.com/title/tt1559547/?ref_=adv_li_tt",2013,6.1,83553," Drama, Fantasy, Romance","12A","USA","English",6e+07,7582595,124
"Beauty and the Beast","http://www.imdb.com/title/tt2771200/?ref_=adv_li_tt",2017,7.1,268796," Family, Fantasy, Musical, Romance","PG","USA","English",1.6e+08,174750616,129
"Becky","http://www.imdb.com/title/tt10314450/?ref_=adv_li_tt",2020,5.8,8640," Action, Crime, Drama, Thriller","18","USA","English",NA,209394,93
"Befikre","http://www.imdb.com/title/tt5108476/?ref_=adv_li_tt",2016,3.9,6921," Comedy, Drama, Romance","12A","India","Hindi",NA,498000,130
"Before I Disappear","http://www.imdb.com/title/tt3060492/?ref_=adv_li_tt",2014,7.2,9106," Drama","","USA,UK","English",NA,2676,93
"Before I Fall","http://www.imdb.com/title/tt1691916/?ref_=adv_li_tt",2017,6.5,45377," Drama, Fantasy, Mystery","12","USA","English",5e+06,4690214,98
"Before I Go to Sleep","http://www.imdb.com/title/tt1726592/?ref_=adv_li_tt",2014,6.3,71004," Drama, Mystery, Thriller","15","UK,USA,France,Sweden","English",2.2e+07,1843347,92
"Before I Wake","http://www.imdb.com/title/tt3174376/?ref_=adv_li_tt",2016,6.2,38835," Drama, Fantasy, Horror, Thriller","15","USA","English",NA,NA,97
"Before Midnight","http://www.imdb.com/title/tt2209418/?ref_=adv_li_tt",2013,7.9,138758," Drama, Romance","15","USA,Greece","English,Greek,French",3e+06,246914,109
"Before We Go","http://www.imdb.com/title/tt0443465/?ref_=adv_li_tt",2014,6.8,51342," Comedy, Drama, Romance","12","USA","English",NA,18630,95
"Begin Again","http://www.imdb.com/title/tt1980929/?ref_=adv_li_tt",2013,7.4,141456," Comedy, Drama, Music, Romance","15","USA","English",8e+06,134064,104
"Beginners","http://www.imdb.com/title/tt1532503/?ref_=adv_li_tt",2010,7.2,87206," Comedy, Drama, Romance","15","USA","English,French",3200000,141340,105
"Behaving Badly","http://www.imdb.com/title/tt2314824/?ref_=adv_li_tt",2014,4.4,9894," Comedy, Romance","15","USA","English",3e+06,NA,97
"Behind the Candelabra","http://www.imdb.com/title/tt1291580/?ref_=adv_li_tt",2013,7,40361," Biography, Drama, Music, Romance","15","USA","English",2.3e+07,NA,118
"Behzat Ç. Ankara Yaniyor","http://www.imdb.com/title/tt3283714/?ref_=adv_li_tt",2013,7.5,5714," Action, Adventure, Crime, Drama, Mystery, Thriller","","Turkey","Turkish",NA,NA,97
"Behzat Ç.: Seni Kalbime Gömdüm","http://www.imdb.com/title/tt2010914/?ref_=adv_li_tt",2011,7.6,9331," Action, Crime, Mystery","","Turkey","Turkish",NA,NA,NA
"Being Flynn","http://www.imdb.com/title/tt0455323/?ref_=adv_li_tt",2012,6.4,16491," Drama","15","USA","English",NA,43990,102
"The Negotiator","http://www.imdb.com/title/tt4669264/?ref_=adv_li_tt",2018,6.4,18561," Action, Crime, Drama, Thriller","15","USA","English,Arabic,French",NA,1734497,110
"Bel Ami","http://www.imdb.com/title/tt1440732/?ref_=adv_li_tt",2012,5.4,17783," Crime, Drama, History, Romance","15","UK,Italy","English",NA,38018,102
"Belle","http://www.imdb.com/title/tt2404181/?ref_=adv_li_tt",2013,7.3,27861," Biography, Drama, Romance","12A","UK","English",10900000,106578,100
"Bellflower","http://www.imdb.com/title/tt1242599/?ref_=adv_li_tt",2011,6.4,7566," Action, Drama, Romance","18","USA","English",17000,22279,NA
"Below Her Mouth","http://www.imdb.com/title/tt5073620/?ref_=adv_li_tt",2016,5.5,10084," Drama, Romance","18","Canada","English",NA,NA,94
"Ben Is Back","http://www.imdb.com/title/tt7545524/?ref_=adv_li_tt",2018,6.7,17812," Drama","15","USA","English",1.3e+07,80734,103
"Ben-Hur","http://www.imdb.com/title/tt2638144/?ref_=adv_li_tt",2016,5.7,41141," Action, Adventure, Drama, History","12A","USA","English,Persian,Greek,Arabic,Latin",1e+08,11203815,123
"Beneath Hill 60","http://www.imdb.com/title/tt1418646/?ref_=adv_li_tt",2010,7.1,7520," Drama, History, War","15","Australia, Lucky Country Productions, New South Wales Film & Television Office, Pacific Film and Television Commission","English,German",NA,NA,122
"Beneath the Darkness","http://www.imdb.com/title/tt1781775/?ref_=adv_li_tt",2011,4.5,5677," Horror, Thriller","","USA","English",7300000,NA,96
"Benvenuti al sud","http://www.imdb.com/title/tt1529235/?ref_=adv_li_tt",2010,6.5,8170," Comedy","","Italy,Germany","Italian",NA,NA,102
"Burning","http://www.imdb.com/title/tt7282468/?ref_=adv_li_tt",2018,7.5,46746," Drama, Mystery","15","South Korea,Japan","Korean,English",NA,26130,148
"Berberian Sound Studio","http://www.imdb.com/title/tt1833844/?ref_=adv_li_tt",2012,6.2,14472," Drama, Horror, Thriller","15","UK,Germany,Australia","English,Italian",NA,6605,92
"Bereavement","http://www.imdb.com/title/tt1100051/?ref_=adv_li_tt",2010,5.1,6736," Crime, Horror, Thriller","18","USA","English",3600000,20744,109
"The Berlin File","http://www.imdb.com/title/tt2357377/?ref_=adv_li_tt",2013,6.6,6480," Action, Thriller","","South Korea","Korean,English,German",9e+06,NA,121
"Berlin Kaplani","http://www.imdb.com/title/tt2142711/?ref_=adv_li_tt",2012,5.1,6485," Comedy, Family, Sport","","Turkey","Turkish,German",NA,NA,98
"Berlin Syndrome","http://www.imdb.com/title/tt3335606/?ref_=adv_li_tt",2017,6.3,21920," Drama, Horror, Mystery, Thriller","15","Australia","English,German,Russian",NA,22916,116
"Bernie","http://www.imdb.com/title/tt1704573/?ref_=adv_li_tt",2011,6.8,56700," Biography, Comedy, Crime, Drama","12A","USA","English",5e+06,85805,99
"Berserk: The Golden Age Arc I - The Egg of the King","http://www.imdb.com/title/tt2210479/?ref_=adv_li_tt",2012,7.6,10404," Animation, Action, Adventure, Fantasy","15","Japan","Japanese,English",NA,NA,76
"Berserk: The Golden Age Arc II - The Battle for Doldrey","http://www.imdb.com/title/tt2358911/?ref_=adv_li_tt",2012,7.8,8613," Animation, Action, Adventure, Fantasy","15","Japan","Japanese,English",NA,NA,95
"Berserk: The Golden Age Arc III - The Advent","http://www.imdb.com/title/tt2358913/?ref_=adv_li_tt",2013,7.9,8148," Animation, Action, Adventure, Drama, Fantasy, Horror","18","Japan","Japanese,English",NA,NA,110
"Besharam","http://www.imdb.com/title/tt2576450/?ref_=adv_li_tt",2013,3.6,5224," Action, Comedy, Romance","12A","India","Hindi",NA,364962,143
"Best Man Down","http://www.imdb.com/title/tt1885300/?ref_=adv_li_tt",2012,6.4,9008," Comedy, Drama","Not Rated","USA","English",1500000,1171,89
"Beta Test","http://www.imdb.com/title/tt4244162/?ref_=adv_li_tt",2016,5.7,10323," Action, Sci-Fi, Thriller","","USA","English",1600000,5778,88
"Veteran","http://www.imdb.com/title/tt4768764/?ref_=adv_li_tt",2015,7,5191," Action, Comedy, Crime, Thriller","","South Korea","Korean,Russian,English",NA,371754,123
"Better Living Through Chemistry","http://www.imdb.com/title/tt1609479/?ref_=adv_li_tt",2014,6.3,14144," Comedy, Drama","15","UK,USA","English",5e+06,46435,91
"Better Watch Out","http://www.imdb.com/title/tt4443658/?ref_=adv_li_tt",2016,6.5,29546," Comedy, Crime, Horror, Thriller","15","Australia,USA","English",NA,12569,89
"The Lie","http://www.imdb.com/title/tt7945440/?ref_=adv_li_tt",2018,5.8,7150," Crime, Drama, Horror, Mystery, Thriller","15","USA","English",NA,NA,97
"Between Two Ferns: The Movie","http://www.imdb.com/title/tt9398640/?ref_=adv_li_tt",2019,6.1,25777," Comedy","15","USA","English",NA,NA,82
"Beyond Skyline","http://www.imdb.com/title/tt1724970/?ref_=adv_li_tt",2017,5.3,18167," Action, Adventure, Sci-Fi","15","USA,Canada,Indonesia,UK,China,Singapore","English,Indonesian",1.4e+07,NA,106
"Beyond the Black Rainbow","http://www.imdb.com/title/tt1534085/?ref_=adv_li_tt",2010,6,12902," Horror, Sci-Fi, Thriller","15","Canada","English",NA,4957,110
"Beyond the Gates","http://www.imdb.com/title/tt4687358/?ref_=adv_li_tt",2016,5.2,5405," Adventure, Horror","","USA","English",3e+05,NA,84
"Beyond the Lights","http://www.imdb.com/title/tt3125324/?ref_=adv_li_tt",2014,6.9,15239," Drama, Music, Romance","12","USA","English",7e+06,6200284,116
"Beyond the Reach","http://www.imdb.com/title/tt2911668/?ref_=adv_li_tt",2014,5.6,9594," Thriller","12A","USA","English",NA,30287,91
"Bhaag Milkha Bhaag","http://www.imdb.com/title/tt2356180/?ref_=adv_li_tt",2013,8.2,60256," Biography, Drama, Sport","12A","India","Hindi",NA,647112,186
"Bharat","http://www.imdb.com/title/tt7721800/?ref_=adv_li_tt",2019,5.2,19392," Action, Comedy, Drama","12A","India","Hindi",NA,1252301,150
"Bharath Ane Nenu","http://www.imdb.com/title/tt6980546/?ref_=adv_li_tt",2018,7.7,15272," Action, Drama","12A","India","Telugu,Tamil",NA,2663090,173
"Bhavesh Joshi","http://www.imdb.com/title/tt6129302/?ref_=adv_li_tt",2018,7.6,6353," Action, Drama","15","India","Hindi",NA,42579,154
"Bi Küçük Eylül Meselesi","http://www.imdb.com/title/tt3142872/?ref_=adv_li_tt",2014,7.2,8997," Drama, Mystery, Romance","","Turkey","Turkish",NA,NA,106
"The African Doctor","http://www.imdb.com/title/tt5555502/?ref_=adv_li_tt",2016,7,8456," Biography, Comedy, Drama","","France","French,Lingala",NA,NA,96
"Big Ass Spider!","http://www.imdb.com/title/tt1830713/?ref_=adv_li_tt",2013,5.3,6787," Action, Adventure, Comedy, Sci-Fi, Thriller","15","USA","English",NA,NA,80
"Big Bad Wolves","http://www.imdb.com/title/tt2309224/?ref_=adv_li_tt",2013,6.8,15284," Drama, Horror, Thriller","18","Israel","Hebrew,Arabic",NA,6342,110
"Big Eyes","http://www.imdb.com/title/tt1126590/?ref_=adv_li_tt",2014,7,84795," Biography, Crime, Drama, Romance","12A","USA,Canada","English,French,Italian",1e+07,3001738,106
"Big Game","http://www.imdb.com/title/tt2088003/?ref_=adv_li_tt",2014,5.4,30872," Action, Adventure","15","Finland,UK,Germany","English,Finnish",NA,16909,90
"Big Hero 6","http://www.imdb.com/title/tt2245084/?ref_=adv_li_tt",2014,7.8,405293," Animation, Action, Adventure, Family, Sci-Fi","PG","USA","English",1.65e+08,56215889,102
"Big Miracle","http://www.imdb.com/title/tt1430615/?ref_=adv_li_tt",2012,6.5,18554," Biography, Drama, Family, Romance","PG","USA,UK","English",4e+07,7760205,107
"Big Mommas: Like Father, Like Son","http://www.imdb.com/title/tt1464174/?ref_=adv_li_tt",2011,4.4,25213," Action, Comedy, Crime","PG","USA","English",3.2e+07,16300803,107
"Big Time Adolescence","http://www.imdb.com/title/tt3824648/?ref_=adv_li_tt",2019,7,6010," Comedy, Drama","15","USA","English",NA,NA,91
"Bigil","http://www.imdb.com/title/tt9260636/?ref_=adv_li_tt",2019,6.8,10448," Action, Drama, Sport","15","India","Tamil,Telugu",NA,NA,179
"Bilal: A New Breed of Hero","http://www.imdb.com/title/tt3576728/?ref_=adv_li_tt",2015,7.9,17205," Animation, Action, Adventure","12","United Arab Emirates,USA","English",3e+07,309951,105
"Bill & Ted Face the Music","http://www.imdb.com/title/tt1086064/?ref_=adv_li_tt",2020,6.1,23445," Adventure, Comedy, Music, Sci-Fi","PG","USA,Canada,Italy","English",NA,1125007,91
"Billa 2","http://www.imdb.com/title/tt1891755/?ref_=adv_li_tt",2012,6.2,10089," Action, Crime, Thriller","18","India","Tamil",NA,NA,129
"Billionaire Boys Club","http://www.imdb.com/title/tt5179598/?ref_=adv_li_tt",2018,5.6,10700," Biography, Drama, Thriller","15","USA","English",1.5e+07,NA,108
"Billy Lynn's Long Halftime Walk","http://www.imdb.com/title/tt2513074/?ref_=adv_li_tt",2016,6.2,20965," Action, Drama, Sport, Thriller, War","15","UK,China,USA","English",4e+07,114129,113
"Biohazard: Damnation","http://www.imdb.com/title/tt1753496/?ref_=adv_li_tt",2012,6.5,18113," Animation, Action, Horror, Sci-Fi, Thriller","15","Japan","Japanese",NA,NA,100
"Once Upon a Time in Anatolia","http://www.imdb.com/title/tt1827487/?ref_=adv_li_tt",2011,7.9,40667," Crime, Drama","15","Turkey,Bosnia and Herzegovina","Turkish",NA,10952,157
"Bird Box","http://www.imdb.com/title/tt2737304/?ref_=adv_li_tt",2018,6.6,272981," Horror, Sci-Fi","15","USA","English",NA,NA,124
"Birdemic: Shock and Terror","http://www.imdb.com/title/tt1316037/?ref_=adv_li_tt",2010,1.8,21116," Horror, Thriller","15","USA","English",10000,NA,105
"Birdman or (The Unexpected Virtue of Ignorance)","http://www.imdb.com/title/tt2562232/?ref_=adv_li_tt",2014,7.7,572669," Comedy, Drama","15","USA","English",1.8e+07,424397,119
"Birds of Prey","http://www.imdb.com/title/tt7713068/?ref_=adv_li_tt",2020,6.1,153291," Action, Adventure, Crime","15","USA","English,Chinese",84500000,33010017,109
"The Last King","http://www.imdb.com/title/tt4738360/?ref_=adv_li_tt",2016,6.1,6427," Action, Drama, History, War","15","Norway,Denmark,Sweden,Ireland,Hungary","Norwegian",NA,4599,99
"Birth of the Dragon","http://www.imdb.com/title/tt2720826/?ref_=adv_li_tt",2016,5.5,7099," Action, Biography, Drama","12A","China,Canada,USA","English,Mandarin",3.1e+07,2702430,95
"Battle for Sevastopol","http://www.imdb.com/title/tt4084744/?ref_=adv_li_tt",2015,7.1,10353," Biography, Drama, Romance, War","15","Ukraine,Russia","Russian,English,Ukrainian",5e+06,NA,110
"Biutiful","http://www.imdb.com/title/tt1164999/?ref_=adv_li_tt",2010,7.5,85440," Drama, Romance","15","Mexico,Spain","Spanish,Chinese,Wolof",NA,457206,148
"Sampiyon","http://www.imdb.com/title/tt9124428/?ref_=adv_li_tt",2018,8.3,9276," Biography, Drama, Romance, Sport","12A","Turkey","Turkish",NA,NA,130
"BlacKkKlansman","http://www.imdb.com/title/tt7349662/?ref_=adv_li_tt",2018,7.5,215564," Biography, Crime, Drama","15","USA","English",1.5e+07,10845330,135
"Black 47","http://www.imdb.com/title/tt3208026/?ref_=adv_li_tt",2018,6.8,9830," Action, Drama","15","Ireland,Luxembourg,Belgium","English,Irish",NA,8600,100
"Black Box","http://www.imdb.com/title/tt12298506/?ref_=adv_li_tt",2020,6.1,5943," Horror, Mystery, Sci-Fi, Thriller","15","USA","English",NA,NA,100
"Black Butterfly","http://www.imdb.com/title/tt2090465/?ref_=adv_li_tt",2017,6.2,12238," Thriller","15","Spain,USA,Italy","English",NA,NA,93
"Black Christmas","http://www.imdb.com/title/tt10481868/?ref_=adv_li_tt",2019,3.3,9763," Horror, Mystery, Thriller","15","USA,New Zealand","English",5e+06,4240245,92
"Black Death","http://www.imdb.com/title/tt1181791/?ref_=adv_li_tt",2010,6.4,44011," Action, Adventure, Drama, History, Horror, Mystery","15","Germany,UK","English,Latin",NA,6692,102
"Black Gold","http://www.imdb.com/title/tt1701210/?ref_=adv_li_tt",2011,6.7,11136," Action, Drama, History, War","12A","France,Italy,Qatar,Tunisia","English",NA,NA,130
"Black Is King","http://www.imdb.com/title/tt12607910/?ref_=adv_li_tt",2020,5.5,7520," Adventure, Drama, Fantasy, Music","","USA","English",NA,NA,85
"Black Mass","http://www.imdb.com/title/tt1355683/?ref_=adv_li_tt",2015,6.9,166274," Biography, Crime, Drama","15","USA,UK","English",5.3e+07,22635037,123
"Black Panther","http://www.imdb.com/title/tt1825683/?ref_=adv_li_tt",2018,7.3,614156," Action, Adventure, Sci-Fi","12A","USA","English,Swahili,Nama,Xhosa,Korean",2e+08,202003951,134
"Black Rock","http://www.imdb.com/title/tt1930294/?ref_=adv_li_tt",2012,4.7,8449," Horror, Thriller","15","USA","English",NA,NA,83
"Black Sea","http://www.imdb.com/title/tt2261331/?ref_=adv_li_tt",2014,6.4,34436," Action, Adventure, Drama, Thriller","15","UK,Russia,USA","English,Russian",NA,37675,114
"Black Swan","http://www.imdb.com/title/tt0947798/?ref_=adv_li_tt",2010,8,691886," Drama, Thriller","15","USA","English,French,Italian",1.3e+07,1443809,108
"Black and Blue","http://www.imdb.com/title/tt7390646/?ref_=adv_li_tt",2019,6.4,15275," Action, Crime, Thriller","15","USA","English",1.2e+07,8376846,108
"Black or White","http://www.imdb.com/title/tt2883434/?ref_=adv_li_tt",2014,6.6,11594," Drama","12","USA","English",9e+06,6213362,121
"Blackhat","http://www.imdb.com/title/tt2717822/?ref_=adv_li_tt",2015,5.4,51571," Action, Crime, Thriller","15","USA","English,Mandarin,Spanish",7e+07,3901815,133
"Blackmail","http://www.imdb.com/title/tt6972140/?ref_=adv_li_tt",2018,7.1,9019," Comedy, Thriller","15","India","Hindi",NA,NA,138
"Blackthorn","http://www.imdb.com/title/tt1629705/?ref_=adv_li_tt",2011,6.5,8932," Action, Adventure, Western","15","Spain,France,Bolivia,UK","English,Spanish",NA,15254,102
"Blade Runner 2049","http://www.imdb.com/title/tt1856101/?ref_=adv_li_tt",2017,8,450550," Action, Drama, Mystery, Sci-Fi, Thriller","15","USA,UK,Hungary,Canada,Spain","English,Finnish,Japanese,Hungarian,Russian,Somali,Spanish",1.5e+08,32753122,164
"Blair Witch","http://www.imdb.com/title/tt1540011/?ref_=adv_li_tt",2016,5,40892," Horror, Mystery, Thriller","15","Canada,USA","English",5e+06,9576057,89
"Blame!","http://www.imdb.com/title/tt6574146/?ref_=adv_li_tt",2017,6.7,6860," Animation, Action, Drama, Sci-Fi, Thriller","12","Japan","Japanese",NA,NA,106
"Snow White","http://www.imdb.com/title/tt1854513/?ref_=adv_li_tt",2012,7.5,10324," Drama, Fantasy","12","Spain,Belgium,France","Spanish",NA,25264,104
"Bleach","http://www.imdb.com/title/tt5979872/?ref_=adv_li_tt",2018,6.4,10116," Action, Adventure, Fantasy","","Japan","Japanese",3598902,NA,108
"Bleed for This","http://www.imdb.com/title/tt1620935/?ref_=adv_li_tt",2016,6.8,24722," Biography, Drama, Sport","15","USA","English,French",6e+06,2366810,117
"Blended","http://www.imdb.com/title/tt1086772/?ref_=adv_li_tt",2014,6.5,117711," Comedy, Romance","12A","USA","English",4e+07,14284031,117
"Blind","http://www.imdb.com/title/tt2616810/?ref_=adv_li_tt",2014,6.9,7437," Drama","18","Norway,Netherlands","Norwegian",NA,NA,96
"Blinded by the Light","http://www.imdb.com/title/tt8266310/?ref_=adv_li_tt",2019,6.9,18910," Comedy, Drama, Music","12A","UK,USA,France","English",1.5e+07,4333305,118
"Blindspotting","http://www.imdb.com/title/tt7242142/?ref_=adv_li_tt",2018,7.4,26523," Comedy, Crime, Drama","15","USA","English",NA,338999,95
"Blitz","http://www.imdb.com/title/tt1297919/?ref_=adv_li_tt",2011,6.2,81215," Action, Crime, Thriller","18","UK,France,USA","English",NA,NA,97
"Blockers","http://www.imdb.com/title/tt2531344/?ref_=adv_li_tt",2018,6.2,70308," Comedy","15","USA","English",2.1e+07,20556350,102
"Blood Father","http://www.imdb.com/title/tt3647498/?ref_=adv_li_tt",2016,6.4,58884," Action, Crime, Drama, Thriller","15","France","English,Spanish",1.3e+07,NA,88
"Blood Ties","http://www.imdb.com/title/tt1747958/?ref_=adv_li_tt",2013,6.5,18909," Action, Crime, Drama, Thriller","15","France,USA","English,Italian,Spanish",25500000,26912,127
"BloodRayne: The Third Reich","http://www.imdb.com/title/tt1153546/?ref_=adv_li_tt",2011,3,5929," Action, Adventure, Fantasy, Horror","18","USA,Canada,Germany","English",1e+07,NA,79
"Bloodline","http://www.imdb.com/title/tt8883524/?ref_=adv_li_tt",2018,6,5477," Crime, Horror, Thriller","18","USA","English",NA,NA,97
"Bloodshot","http://www.imdb.com/title/tt1634106/?ref_=adv_li_tt",2020,5.7,56494," Action, Drama, Sci-Fi","12A","USA","English,Persian",4.5e+07,9176695,109
"Bloodsucking Bastards","http://www.imdb.com/title/tt3487994/?ref_=adv_li_tt",2015,5.7,5341," Action, Comedy, Horror","15","USA","English",NA,NA,86
"Blow the Man Down","http://www.imdb.com/title/tt8299768/?ref_=adv_li_tt",2019,6.4,6353," Comedy, Drama, Mystery","15","USA","English",NA,NA,91
"The Washington Snipers","http://www.imdb.com/title/tt2027064/?ref_=adv_li_tt",2013,6,5433," Biography, Crime, Drama","15","USA","English",NA,13400,93
"Blue Jasmine","http://www.imdb.com/title/tt2334873/?ref_=adv_li_tt",2013,7.3,190349," Drama","12A","USA","English",1.8e+07,612064,98
"Blue Jay","http://www.imdb.com/title/tt5912454/?ref_=adv_li_tt",2016,7.3,13854," Drama, Romance","15","USA","English",NA,5159,80
"Blue Mountain State: The Rise of Thadland","http://www.imdb.com/title/tt3748440/?ref_=adv_li_tt",2016,5.8,14650," Comedy, Sport","18","USA","English",NA,NA,90
"Blue Ruin","http://www.imdb.com/title/tt2359024/?ref_=adv_li_tt",2013,7.1,65945," Crime, Drama, Thriller","15","USA,France","English",420000,32608,90
"Blue Valentine","http://www.imdb.com/title/tt1120985/?ref_=adv_li_tt",2010,7.4,182318," Drama, Romance","15","USA","English",1e+06,193728,112
"Bodyguard","http://www.imdb.com/title/tt1729637/?ref_=adv_li_tt",2011,4.6,21955," Action, Comedy, Drama, Romance","12A","India","Hindi,English",NA,863751,130
"Bogowie","http://www.imdb.com/title/tt3745620/?ref_=adv_li_tt",2014,7.7,5824," Biography, Drama","15","Poland","Polish",NA,NA,120
"Bohemian Rhapsody","http://www.imdb.com/title/tt1727824/?ref_=adv_li_tt",2018,8,440554," Biography, Drama, Music","12A","UK,USA","English,British Sign Language",5.2e+07,51061119,134
"Bokeh","http://www.imdb.com/title/tt3722062/?ref_=adv_li_tt",2017,5,7037," Drama, Sci-Fi","","USA,Iceland","English",NA,NA,92
"My Hero Academia: Two Heroes","http://www.imdb.com/title/tt7745068/?ref_=adv_li_tt",2018,7.5,6068," Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","15","Japan","Japanese",NA,1388499,96
"Bol","http://www.imdb.com/title/tt1891757/?ref_=adv_li_tt",2011,8.2,8542," Drama","15","Pakistan","Urdu",NA,62473,165
"Bol Bachchan","http://www.imdb.com/title/tt1728986/?ref_=adv_li_tt",2012,5.5,8043," Action, Comedy","12A","India","Hindi",NA,561996,155
"Bomb City","http://www.imdb.com/title/tt4351548/?ref_=adv_li_tt",2017,6.8,6874," Crime, Drama","","USA","English",NA,31005,98
"Bombay Velvet","http://www.imdb.com/title/tt2979920/?ref_=adv_li_tt",2015,5.6,5504," Action, Crime, Drama, Thriller","15","India","Hindi",NA,390774,149
"Bombshell","http://www.imdb.com/title/tt6394270/?ref_=adv_li_tt",2019,6.8,78638," Biography, Drama","15","Canada,USA","English",3.2e+07,319157,109
"Bone Tomahawk","http://www.imdb.com/title/tt2494362/?ref_=adv_li_tt",2015,7.1,84420," Drama, Horror, Western","18","USA,UK","English",1800000,NA,132
"Paris Can Wait","http://www.imdb.com/title/tt4429194/?ref_=adv_li_tt",2016,5.8,7468," Comedy, Drama, Romance","PG","Japan,USA","English,French",5e+06,98850,92
"Boo! A Madea Halloween","http://www.imdb.com/title/tt5325452/?ref_=adv_li_tt",2016,4.6,7703," Comedy, Drama, Horror","12","Hong Kong,USA","English",2e+07,28501448,103
"Book Club","http://www.imdb.com/title/tt6857166/?ref_=adv_li_tt",2018,6.1,24878," Comedy, Drama, Romance","12A","USA","English,Hungarian",1e+07,13582231,104
"Booksmart","http://www.imdb.com/title/tt1489887/?ref_=adv_li_tt",2019,7.2,88611," Comedy","15","USA","English,Mandarin,Spanish",6e+06,6933620,102
"Borat Subsequent Moviefilm","http://www.imdb.com/title/tt13143964/?ref_=adv_li_tt",2020,6.8,84650," Adventure, Comedy","15","UK,USA","English,Bulgarian,Hebrew,Romanian",NA,NA,95
"Borg McEnroe","http://www.imdb.com/title/tt5727282/?ref_=adv_li_tt",2017,6.9,27356," Biography, Drama, Sport","15","Sweden,Denmark,Finland","English,Swedish,French,Spanish,German",NA,52625,107
"Borgman","http://www.imdb.com/title/tt1954315/?ref_=adv_li_tt",2013,6.7,15923," Drama, Horror, Mystery, Thriller","","Netherlands,Belgium,Denmark","Dutch,English",NA,5317,113
"Born to Be Blue","http://www.imdb.com/title/tt2133196/?ref_=adv_li_tt",2015,6.9,7915," Biography, Drama, Music, Romance","15","Canada,UK","English,Italian",6500000,14069,97
"Boruto: Naruto the Movie","http://www.imdb.com/title/tt4618398/?ref_=adv_li_tt",2015,7.9,8208," Animation, Action, Adventure, Comedy","12A","Japan","Japanese",NA,380419,95
