"title","link","year","rating","n_ratings","genre","cert","country","lang","budget","opening_week","runtime"
"Boss","http://www.imdb.com/title/tt2571140/?ref_=adv_li_tt",2013,5.1,10211," Action","12A","India","Hindi",NA,NA,143
"Bottom of the World","http://www.imdb.com/title/tt2337841/?ref_=adv_li_tt",2017,5.3,5063," Drama, Mystery, Thriller","15","Canada,USA","English",NA,NA,85
"Boulevard","http://www.imdb.com/title/tt2624412/?ref_=adv_li_tt",2014,5.8,7992," Drama","15","USA,Mexico","English",NA,7000,88
"Bound to Vengeance","http://www.imdb.com/title/tt1230213/?ref_=adv_li_tt",2015,5.6,5466," Horror, Thriller","18","USA","English",NA,NA,93
"Bounty Killer","http://www.imdb.com/title/tt2369396/?ref_=adv_li_tt",2013,5.5,6730," Action, Sci-Fi, Thriller","18","USA","English",NA,NA,92
"Boy","http://www.imdb.com/title/tt1560139/?ref_=adv_li_tt",2010,7.5,21565," Comedy, Drama","15","New Zealand","English,Maori",NA,21244,87
"Boy Erased","http://www.imdb.com/title/tt7008872/?ref_=adv_li_tt",2018,6.9,30681," Biography, Drama","15","Australia,USA","English",1.1e+07,207057,115
"Boy Wonder","http://www.imdb.com/title/tt1456060/?ref_=adv_li_tt",2010,6.8,8834," Action, Crime, Drama, Thriller","15","USA","English",NA,NA,NA
"The Choir","http://www.imdb.com/title/tt3302706/?ref_=adv_li_tt",2014,6.7,6365," Drama, Music","PG","USA,Canada","English",NA,NA,103
"Boyhood","http://www.imdb.com/title/tt1065073/?ref_=adv_li_tt",2014,7.9,332895," Drama","15","USA","English,Spanish",4e+06,387618,165
"Corpus Christi","http://www.imdb.com/title/tt8649186/?ref_=adv_li_tt",2019,7.7,10970," Drama","15","Poland,France","Polish",NA,4632,115
"Brad's Status","http://www.imdb.com/title/tt5884230/?ref_=adv_li_tt",2017,6.5,15721," Comedy, Drama, Music","15","USA","English",NA,89921,102
"Brahms: The Boy II","http://www.imdb.com/title/tt9173418/?ref_=adv_li_tt",2020,4.6,10393," Drama, Horror, Mystery, Thriller","15","USA,China,Canada,Australia","English",1e+07,5823006,86
"Brain on Fire","http://www.imdb.com/title/tt3704700/?ref_=adv_li_tt",2016,6.6,17204," Biography, Drama","12","USA,Canada,Ireland","English",NA,NA,88
"Brake","http://www.imdb.com/title/tt1990181/?ref_=adv_li_tt",2012,6.1,11367," Thriller","15","USA","English",5e+05,4330,92
"Branded","http://www.imdb.com/title/tt1368440/?ref_=adv_li_tt",2012,4.7,8773," Drama, Fantasy, Sci-Fi, Thriller","","USA,Russia","English,Russian",NA,240589,NA
"Brave","http://www.imdb.com/title/tt1217209/?ref_=adv_li_tt",2012,7.1,368023," Animation, Adventure, Comedy, Family, Fantasy","PG","USA,UK","English",1.85e+08,66323594,93
"Braven","http://www.imdb.com/title/tt5001754/?ref_=adv_li_tt",2018,6,26237," Action, Thriller","15","Canada","English",5e+06,NA,94
"Brawl in Cell Block 99","http://www.imdb.com/title/tt5657856/?ref_=adv_li_tt",2017,7.1,57629," Action, Crime, Drama, Thriller","18","USA","English",NA,NA,132
"Breaking In","http://www.imdb.com/title/tt7137846/?ref_=adv_li_tt",2018,5.4,13960," Action, Thriller","15","USA,Japan","English",6e+06,17630285,88
"Breakthrough","http://www.imdb.com/title/tt7083526/?ref_=adv_li_tt",2019,6.2,7958," Biography, Drama","12A","USA","English",1.4e+07,11282333,116
"Breathe","http://www.imdb.com/title/tt5716464/?ref_=adv_li_tt",2017,7.1,18460," Biography, Drama, Romance","12A","UK","English,German,Spanish",NA,22285,118
"Breathe In","http://www.imdb.com/title/tt1999987/?ref_=adv_li_tt",2013,6.4,14107," Drama, Romance","15","USA","English",NA,15324,98
"Fortress of War","http://www.imdb.com/title/tt1343703/?ref_=adv_li_tt",2010,7.5,8871," Action, Drama, History, War","15","Belarus,Russia","Russian,Ukrainian,Belarusian",NA,NA,138
"Brick Mansions","http://www.imdb.com/title/tt1430612/?ref_=adv_li_tt",2014,5.7,39674," Action, Crime, Thriller","15","France,Canada,USA,Spain","English,Chinese",2.8e+07,9516855,90
"Bridesmaids","http://www.imdb.com/title/tt1478338/?ref_=adv_li_tt",2011,6.8,265155," Comedy, Romance","15","USA","English,Thai,Spanish",32500000,26247410,125
"Bridge of Spies","http://www.imdb.com/title/tt3682448/?ref_=adv_li_tt",2015,7.6,283979," Drama, History, Thriller","12A","Germany,USA,India","English,German,Russian",4e+07,15371203,142
"Bridget Jones's Baby","http://www.imdb.com/title/tt1473832/?ref_=adv_li_tt",2016,6.5,67353," Comedy, Drama, Romance","15","USA,France,China,UK,Japan","English,Italian",3.5e+07,8571785,123
"Bright","http://www.imdb.com/title/tt5519340/?ref_=adv_li_tt",2017,6.3,166541," Action, Fantasy, Thriller","15","USA","English,Spanish",9e+07,NA,117
"Brightburn","http://www.imdb.com/title/tt7752126/?ref_=adv_li_tt",2019,6.1,76686," Drama, Horror, Mystery, Sci-Fi","15","USA","English",6e+06,7845658,90
"Brighton Rock","http://www.imdb.com/title/tt1233192/?ref_=adv_li_tt",2010,5.7,6118," Crime, Drama, Thriller","15","UK,France","English",1.2e+07,32774,111
"Brigsby Bear","http://www.imdb.com/title/tt5805752/?ref_=adv_li_tt",2017,7.3,15318," Comedy, Drama","15","USA,China","English",NA,39652,97
"Brimstone","http://www.imdb.com/title/tt1895315/?ref_=adv_li_tt",2016,7.1,35934," Drama, Mystery, Thriller, Western","18","Netherlands,France,Germany,Belgium,Sweden,UK,USA","English,Dutch",NA,NA,148
"Brittany Runs a Marathon","http://www.imdb.com/title/tt7671064/?ref_=adv_li_tt",2019,6.8,14966," Comedy, Drama","15","USA,Canada","English",NA,180711,104
"Bro's Before Ho's","http://www.imdb.com/title/tt2947832/?ref_=adv_li_tt",2013,6.4,5936," Comedy","","Netherlands","Dutch",NA,NA,87
"Broken","http://www.imdb.com/title/tt1441940/?ref_=adv_li_tt",2012,7.3,13224," Drama, Romance","15","UK","English",NA,NA,91
"Broken City","http://www.imdb.com/title/tt1235522/?ref_=adv_li_tt",2013,6.2,75664," Action, Crime, Drama, Thriller","15","USA","English,Spanish",3.5e+07,8268908,109
"Brooklyn","http://www.imdb.com/title/tt2381111/?ref_=adv_li_tt",2015,7.5,129281," Drama, Romance","12A","UK,Canada,Ireland","English,Latin,Irish",1.1e+07,187281,117
"Brothers","http://www.imdb.com/title/tt3802576/?ref_=adv_li_tt",2015,6.5,11560," Action, Drama, Sport","15","India,USA","Hindi,English",10205000,357404,156
"Confessions of a Brazilian Call Girl","http://www.imdb.com/title/tt1587828/?ref_=adv_li_tt",2011,6.1,6755," Biography, Drama","18","Brazil","Portuguese",NA,NA,109
"Bucky Larson: Born to Be a Star","http://www.imdb.com/title/tt1411664/?ref_=adv_li_tt",2011,3.2,11267," Comedy","18","USA","English",1e+07,1415023,97
"Bulbbul","http://www.imdb.com/title/tt12393526/?ref_=adv_li_tt",2020,6.5,8714," Drama, Horror, Mystery","18","India","Hindi",NA,NA,94
"Bullet Head","http://www.imdb.com/title/tt6204340/?ref_=adv_li_tt",2017,5.4,8302," Crime, Drama, Thriller","15","Bulgaria,USA","English",NA,NA,93
"Bullet to the Head","http://www.imdb.com/title/tt1308729/?ref_=adv_li_tt",2012,5.7,47134," Action, Crime, Thriller","15","USA,India,Switzerland","English",4.5e+07,4548201,92
"Bumblebee","http://www.imdb.com/title/tt4701182/?ref_=adv_li_tt",2018,6.8,134971," Action, Adventure, Sci-Fi","PG","China,USA","English",1.35e+08,21654047,114
"Nameless Gangster: Rules of the Time","http://www.imdb.com/title/tt2082221/?ref_=adv_li_tt",2012,7.1,5598," Action, Crime, Drama","","South Korea","Korean,Japanese",NA,NA,134
"Bunraku","http://www.imdb.com/title/tt1181795/?ref_=adv_li_tt",2010,6.2,19040," Action, Drama, Thriller","18","USA","English,Japanese",2.5e+07,NA,124
"Buried","http://www.imdb.com/title/tt1462758/?ref_=adv_li_tt",2010,7,148483," Drama, Mystery, Thriller","15","Spain,UK,USA,France","English,Arabic",3e+06,100268,95
"Burke and Hare","http://www.imdb.com/title/tt1320239/?ref_=adv_li_tt",2010,6.2,19275," Comedy, Crime, History, Thriller","15","UK","English",NA,947,91
"Burlesque","http://www.imdb.com/title/tt1126591/?ref_=adv_li_tt",2010,6.4,77715," Drama, Music, Musical, Romance","12A","USA","English",5.5e+07,11947744,119
"Burning Bright","http://www.imdb.com/title/tt1244658/?ref_=adv_li_tt",2010,5.9,6557," Drama, Horror, Thriller","12","USA","English",NA,NA,86
"Burnt","http://www.imdb.com/title/tt2503944/?ref_=adv_li_tt",2015,6.6,105230," Comedy, Drama","15","USA,UK","English,French,Italian",2e+07,5002521,101
"Burying the Ex","http://www.imdb.com/title/tt3339674/?ref_=adv_li_tt",2014,5.4,9848," Comedy, Horror, Romance","15","USA","English",NA,NA,89
"Train to Busan","http://www.imdb.com/title/tt5700672/?ref_=adv_li_tt",2016,7.6,159666," Action, Horror, Thriller","15","South Korea","Korean,Hawaiian",NA,284776,118
"Bushwick","http://www.imdb.com/title/tt4720702/?ref_=adv_li_tt",2017,5.2,10102," Action, Thriller","15","USA","English",NA,NA,94
"Business Man","http://www.imdb.com/title/tt2071613/?ref_=adv_li_tt",2012,7.2,9462," Action, Crime","15","India","Telugu",NA,NA,133
"Buster's Mal Heart","http://www.imdb.com/title/tt5173032/?ref_=adv_li_tt",2017,6.1,8158," Crime, Drama, Mystery, Thriller","15","USA","English,Spanish",NA,7137,96
"Butter","http://www.imdb.com/title/tt1349451/?ref_=adv_li_tt",2011,6.2,20231," Comedy, Drama","15","USA","English",NA,70931,91
"By the Sea","http://www.imdb.com/title/tt3707106/?ref_=adv_li_tt",2015,5.3,18412," Drama, Romance","15","France,Malta,USA","English,French,Ukrainian",1e+07,96250,122
"Byeon-ho-in","http://www.imdb.com/title/tt3404140/?ref_=adv_li_tt",2013,7.7,5098," Drama","","South Korea","Korean",5e+06,216035,127
"The Beauty Inside","http://www.imdb.com/title/tt4273886/?ref_=adv_li_tt",2015,7.4,5241," Drama, Romance","","South Korea","Korean,Japanese,Czech,English",NA,50536,127
"Byzantium","http://www.imdb.com/title/tt1531901/?ref_=adv_li_tt",2012,6.5,40877," Drama, Fantasy, Horror, Thriller","15","UK,Ireland","English",NA,16643,118
"Baahubali 2: The Conclusion","http://www.imdb.com/title/tt4849438/?ref_=adv_li_tt",2017,8.2,73753," Action, Drama","15","India","Telugu",NA,10430497,167
"Baahubali: The Beginning","http://www.imdb.com/title/tt2631186/?ref_=adv_li_tt",2015,8.1,101364," Action, Drama","15","India","Telugu",18026148,3575000,159
"The Wave","http://www.imdb.com/title/tt3616916/?ref_=adv_li_tt",2015,6.7,32850," Drama, Thriller","15","Norway,Sweden","Norwegian,English",NA,60321,105
"CBGB","http://www.imdb.com/title/tt1786751/?ref_=adv_li_tt",2013,6.6,8985," Crime, Drama, Music, Romance","","USA","English",5e+06,3909,102
"CHIPS","http://www.imdb.com/title/tt0493405/?ref_=adv_li_tt",2017,6,41996," Action, Comedy, Crime","15","USA","English,Spanish",2.5e+07,7722802,100
"Ca$h","http://www.imdb.com/title/tt1106860/?ref_=adv_li_tt",2010,6,9071," Crime, Thriller","","USA","English",7e+06,16469,108
"Cabin Fever","http://www.imdb.com/title/tt3832096/?ref_=adv_li_tt",2016,3.7,9162," Horror, Sci-Fi, Thriller","15","USA","English",NA,NA,99
"Cabin Fever: Patient Zero","http://www.imdb.com/title/tt2102496/?ref_=adv_li_tt",2014,4.4,7002," Horror, Sci-Fi","18","USA","English",NA,NA,91
"Cafe Society","http://www.imdb.com/title/tt4513674/?ref_=adv_li_tt",2016,6.6,70048," Comedy, Drama, Romance","12A","USA","English,Hebrew",3e+07,359289,96
"Café de flore","http://www.imdb.com/title/tt1550312/?ref_=adv_li_tt",2011,7.4,14811," Drama, Romance","15","Canada,France","French,English",NA,NA,120
"Cake","http://www.imdb.com/title/tt3442006/?ref_=adv_li_tt",2014,6.4,35075," Drama","15","USA","English,Spanish",7e+06,916179,102
"Calibre","http://www.imdb.com/title/tt6218358/?ref_=adv_li_tt",2018,6.8,21553," Drama, Thriller","15","UK","English",NA,NA,101
"Call Me by Your Name","http://www.imdb.com/title/tt5726616/?ref_=adv_li_tt",2017,7.9,205138," Drama, Romance","15","Italy,France,USA,Brazil","English,Italian,French,German,Hebrew",NA,412932,132
"Calvary","http://www.imdb.com/title/tt2234003/?ref_=adv_li_tt",2014,7.4,55535," Comedy, Drama","15","Ireland,UK","English",NA,74149,102
"Cam","http://www.imdb.com/title/tt8361028/?ref_=adv_li_tt",2018,5.9,25853," Drama, Horror, Mystery, Thriller","15","USA","English",NA,NA,94
"Camp X-Ray","http://www.imdb.com/title/tt2994190/?ref_=adv_li_tt",2014,6.9,39002," Drama, War","15","USA","English",1e+06,1316,117
"Campeones","http://www.imdb.com/title/tt6793580/?ref_=adv_li_tt",2018,7.3,8651," Comedy, Drama, Family, Sport","","Spain","Spanish",NA,NA,124
"Can You Ever Forgive Me?","http://www.imdb.com/title/tt4595882/?ref_=adv_li_tt",2018,7.1,45705," Biography, Comedy, Crime, Drama","15","USA","English",1e+07,161510,106
"Can You Keep a Secret?","http://www.imdb.com/title/tt8707922/?ref_=adv_li_tt",2019,5.3,9593," Comedy, Romance","15","USA","English",NA,NA,94
"Capernaum","http://www.imdb.com/title/tt8267604/?ref_=adv_li_tt",2018,8.4,57964," Drama","15","Lebanon,USA,France,Cyprus,Qatar,UK","Arabic,Amharic",4e+06,24988,126
"Capone","http://www.imdb.com/title/tt6199572/?ref_=adv_li_tt",2020,4.7,13256," Biography, Crime, Drama","","Canada,USA","English,Polish",NA,NA,103
"Capsule","http://www.imdb.com/title/tt3108244/?ref_=adv_li_tt",2015,6,5393," Drama, History, Sci-Fi, Thriller","15","UK","English",NA,NA,91
"Captain America: Civil War","http://www.imdb.com/title/tt3498820/?ref_=adv_li_tt",2016,7.8,652752," Action, Adventure, Sci-Fi","12A","USA","English,German,Xhosa,Russian,Romanian,Hindi",2.5e+08,179139142,147
"Captain America: The First Avenger","http://www.imdb.com/title/tt0458339/?ref_=adv_li_tt",2011,6.9,730587," Action, Adventure, Sci-Fi","12A","USA","English,Norwegian,French",1.4e+08,65058524,124
"Captain America: The Winter Soldier","http://www.imdb.com/title/tt1843866/?ref_=adv_li_tt",2014,7.7,726395," Action, Adventure, Sci-Fi, Thriller","12A","USA","English,French",1.7e+08,95023721,136
"Captain Fantastic","http://www.imdb.com/title/tt3553976/?ref_=adv_li_tt",2016,7.9,185453," Comedy, Drama","15","USA","English,Esperanto",NA,93824,118
"Captain Marvel","http://www.imdb.com/title/tt4154664/?ref_=adv_li_tt",2019,6.9,430107," Action, Adventure, Sci-Fi","12A","USA,Australia","English",1.6e+08,153433423,123
"Captain Phillips","http://www.imdb.com/title/tt1535109/?ref_=adv_li_tt",2013,7.8,416040," Adventure, Biography, Crime, Drama, Thriller","12A","USA","English,Somali",5.5e+07,25718314,134
"Captain Underpants: The First Epic Movie","http://www.imdb.com/title/tt2091256/?ref_=adv_li_tt",2017,6.2,24627," Animation, Action, Comedy, Family","U","USA,Canada,France,UK,India","English",3.8e+07,23851539,89
"Captive","http://www.imdb.com/title/tt3268668/?ref_=adv_li_tt",2015,5.4,6402," Action, Crime, Drama, Thriller","12A","USA,Mexico","English",2e+06,1393243,97
"Captive State","http://www.imdb.com/title/tt5968394/?ref_=adv_li_tt",2019,6,47031," Action, Horror, Sci-Fi, Thriller","12A","USA","English",2.5e+07,3131525,109
"Carancho","http://www.imdb.com/title/tt1542852/?ref_=adv_li_tt",2010,6.9,7588," Crime, Drama, Romance, Thriller","15","Argentina,Chile,France,South Korea","Spanish",NA,15810,NA
"Careful What You Wish For","http://www.imdb.com/title/tt1629242/?ref_=adv_li_tt",2015,5.7,7310," Drama, Thriller","","USA","English",8e+06,NA,91
"Cargo","http://www.imdb.com/title/tt3860916/?ref_=adv_li_tt",2017,6.3,36056," Drama, Horror, Sci-Fi, Thriller","15","Australia","English,Aboriginal",NA,NA,105
"Carnage","http://www.imdb.com/title/tt1692486/?ref_=adv_li_tt",2011,7.2,118376," Comedy, Drama","15","France,Germany,Poland,Spain,USA","English",2.5e+07,79795,80
"Carol","http://www.imdb.com/title/tt2402927/?ref_=adv_li_tt",2015,7.2,113555," Drama, Romance","15","UK,USA,Australia","English",11800000,253510,118
"Carrie","http://www.imdb.com/title/tt1939659/?ref_=adv_li_tt",2013,5.9,132333," Drama, Horror","15","USA,Canada","English",3e+07,16101552,100
"Carrie Pilby","http://www.imdb.com/title/tt2989524/?ref_=adv_li_tt",2016,6.6,8447," Comedy, Drama","12","USA","English",NA,13944,98
"Cars 2","http://www.imdb.com/title/tt1216475/?ref_=adv_li_tt",2011,6.1,157620," Animation, Adventure, Comedy, Family, Sport","U","USA","English,Japanese,Italian,French",2e+08,66135507,106
"Cars 3","http://www.imdb.com/title/tt3606752/?ref_=adv_li_tt",2017,6.7,73546," Animation, Adventure, Comedy, Family, Sport","U","USA","English",1.75e+08,53688680,102
"Casa de mi Padre","http://www.imdb.com/title/tt1702425/?ref_=adv_li_tt",2012,5.5,20143," Comedy, Western","15","USA,Mexico","Spanish,English",6e+06,2287239,85
"Casino Jack","http://www.imdb.com/title/tt1194417/?ref_=adv_li_tt",2010,6.2,16661," Biography, Comedy, Crime, Drama","15","Canada","English",12500000,34528,108
"Chinese Puzzle","http://www.imdb.com/title/tt1937118/?ref_=adv_li_tt",2013,7,13295," Comedy, Drama, Romance","15","France,USA,Belgium","French,English,Spanish,Chinese,Yiddish",NA,23544,117
"Cat Run","http://www.imdb.com/title/tt1446147/?ref_=adv_li_tt",2011,5.6,5249," Action, Comedy","18","USA","English,Serbian",NA,30000,106
"Catch .44","http://www.imdb.com/title/tt1886493/?ref_=adv_li_tt",2011,4.6,16568," Action, Crime, Thriller","15","USA","English",7e+06,NA,94
"Catfight","http://www.imdb.com/title/tt5294198/?ref_=adv_li_tt",2016,5.8,5305," Comedy, Drama","15","USA","English",350000,NA,95
"Cats","http://www.imdb.com/title/tt5697572/?ref_=adv_li_tt",2019,2.8,38991," Comedy, Drama, Family, Fantasy, Musical","U","UK,USA","English",9.5e+07,6619870,110
"Cats & Dogs: The Revenge of Kitty Galore","http://www.imdb.com/title/tt1287468/?ref_=adv_li_tt",2010,4.3,13847," Action, Comedy, Family, Fantasy","U","USA,Australia","English",8.5e+07,12279363,NA
"Cebimdeki Yabanci","http://www.imdb.com/title/tt7862330/?ref_=adv_li_tt",2018,6.9,6361," Comedy, Drama","","Turkey","Turkish",NA,NA,95
"Cedar Rapids","http://www.imdb.com/title/tt1477837/?ref_=adv_li_tt",2011,6.2,35858," Comedy","15","USA","English",1e+07,302968,87
"Celal ile Ceren","http://www.imdb.com/title/tt2610768/?ref_=adv_li_tt",2013,2.9,41181," Comedy, Romance","","Turkey","Turkish",NA,NA,114
"Celeste & Jesse Forever","http://www.imdb.com/title/tt1405365/?ref_=adv_li_tt",2012,6.6,28944," Comedy, Drama, Romance","15","USA","English",NA,107785,92
"Cell","http://www.imdb.com/title/tt0775440/?ref_=adv_li_tt",2016,4.4,24980," Action, Drama, Horror, Sci-Fi, Thriller","15","USA","English",NA,NA,98
"Cemetery Junction","http://www.imdb.com/title/tt1196204/?ref_=adv_li_tt",2010,6.9,19699," Comedy, Drama","15","UK","English",NA,NA,95
"Central Intelligence","http://www.imdb.com/title/tt1489889/?ref_=adv_li_tt",2016,6.3,157180," Action, Comedy, Crime","12A","USA,China","English",5e+07,35535250,107
"Centurion","http://www.imdb.com/title/tt1020558/?ref_=adv_li_tt",2010,6.4,77599," Action, Drama, History, War","15","UK,France,USA","English,Scottish Gaelic",1.2e+07,42826,97
"Cep Herkülü: Naim Süleymanoglu","http://www.imdb.com/title/tt9500372/?ref_=adv_li_tt",2019,8.4,7226," Biography, Drama, Sport","12A","Turkey","Turkish,English,Bulgarian",NA,NA,141
"Certain Women","http://www.imdb.com/title/tt4468634/?ref_=adv_li_tt",2016,6.3,11889," Drama","12A","USA","English",NA,60898,107
"Cesare deve morire","http://www.imdb.com/title/tt2177511/?ref_=adv_li_tt",2012,7.3,6161," Drama","12A","Italy","Italian",NA,NA,77
"Chaar Sahibzaade","http://www.imdb.com/title/tt4168188/?ref_=adv_li_tt",2014,8,7548," Animation, History","12A","India","Punjabi",NA,NA,135
"Chain Letter","http://www.imdb.com/title/tt1148200/?ref_=adv_li_tt",2010,4.1,5083," Horror","18","USA","English",3e+06,138788,88
"Chained","http://www.imdb.com/title/tt1989475/?ref_=adv_li_tt",2012,6.4,16231," Crime, Drama, Horror, Thriller","18","Canada","English",NA,NA,94
"Chalard games goeng","http://www.imdb.com/title/tt6788942/?ref_=adv_li_tt",2017,7.6,17243," Comedy, Crime, Drama, Thriller","","Thailand","Thai,English",NA,NA,130
