title,year,rating,genre,country
How to Train Your Dragon: The Hidden World,2019,7.5,Animation,USA
Howl,2010,6.7,Biography,USA
Hubie Halloween,2020,5.2,Comedy,USA
Hugo,2011,7.5,Drama,UK
Human Capital,2019,6.1,Crime,USA
Hummingbird,2013,6.2,Action,UK
Humpty Sharma Ki Dulhania,2014,6,Comedy,India
Hunt for the Wilderpeople,2016,7.9,Adventure,New Zealand
Hunt to Kill,2010,5.2,Action,Canada
Hunter Killer,2018,6.6,Action,UK
Hunter Prey,2010,5.8,Sci-Fi,USA
Hurricane Bianca,2016,5.9,Comedy,USA
Hush,2016,6.6,Horror,USA
Husk,2011,5.2,Horror,USA
Hustlers,2019,6.3,Comedy,USA
Hyde Park on Hudson,2012,5.8,Biography,UK
Hyena Road,2015,6.5,Action,Canada
Hysteria,2011,6.7,Biography,UK
I Am Mother,2019,6.7,Drama,Australia
I Am Not a Serial Killer,2016,6.2,Drama,Ireland
I Am Number Four,2011,6.1,Action,USA
I Am the Pretty Thing That Lives in the House,2016,4.5,Drama,Canada
I Am Wrath,2016,5.4,Action,USA
I Can Only Imagine,2018,7.3,Biography,USA
I Don't Feel at Home in This World Anymore.,2017,6.9,Comedy,USA
I Don't Know How She Does It,2011,4.9,Comedy,USA
I Feel Pretty,2018,5.5,Comedy,China
I Give It a Year,2013,5.7,Comedy,UK
I Kill Giants,2017,6.2,Drama,USA
I Melt with You,2011,6,Drama,USA
I Origins,2014,7.4,Drama,USA
I Saw the Light,2015,5.8,Biography,USA
I See You,2019,6.8,Crime,USA
I Spit on Your Grave,2010,6.3,Horror,USA
I Spit on Your Grave 2,2013,5.7,Horror,USA
I Spit on Your Grave 3: Vengeance Is Mine,2015,5.2,Horror,USA
I Still Believe,2020,6.5,Biography,USA
I Still See You,2018,5.8,Fantasy,USA
I Think We're Alone Now,2018,5.7,Drama,USA
"I, Daniel Blake",2016,7.9,Drama,UK
"I, Frankenstein",2014,5.1,Action,USA
"I, Tonya",2017,7.5,Biography,UK
I.T.,2016,5.5,Crime,Ireland
I'll Follow You Down,2013,6.1,Drama,Canada
I'll See You in My Dreams,2015,6.7,Comedy,USA
I'm Still Here,2010,6.2,Comedy,USA
I'm Thinking of Ending Things,2020,6.7,Drama,USA
Ibiza,2018,5.2,Comedy,USA
iBoy,2017,6,Action,UK
Ice Age: Collision Course,2016,5.7,Animation,USA
Ice Age: Continental Drift,2012,6.6,Animation,USA
Ideal Home,2018,6.4,Comedy,USA
Identity Thief,2013,5.7,Comedy,USA
If Beale Street Could Talk,2018,7.1,Drama,USA
If I Stay,2014,6.7,Drama,USA
Ill Manors,2012,7.1,Crime,UK
Imaginaerum,2012,6.2,Drama,Finland
Immortals,2011,6,Action,USA
Imperium,2016,6.5,Biography,USA
In a Better World,2010,7.6,Drama,Denmark
In a Valley of Violence,2016,6,Action,USA
In a World...,2013,6.7,Comedy,USA
In Darkness,2018,5.8,Mystery,UK
In Fabric,2018,6.2,Comedy,UK
In Fear,2013,5.4,Horror,UK
In Order of Disappearance,2014,7.2,Action,Norway
In Secret,2013,6.1,Crime,Serbia
In the Blood,2014,5.7,Action,UK
In the Fade,2017,7.1,Crime,Germany
In the Heart of the Sea,2015,6.9,Action,USA
In the Land of Blood and Honey,2011,4.5,Drama,USA
In the Shadow of the Moon,2019,6.2,Crime,USA
In the Tall Grass,2019,5.4,Horror,Canada
In Their Skin,2012,5.3,Horror,Canada
In Time,2011,6.7,Action,USA
In Your Eyes,2014,7,Fantasy,USA
Incarnate,2016,5.3,Horror,USA
Incendies,2010,8.3,Drama,Canada
Inception,2010,8.8,Action,USA
Incident in a Ghostland,2018,6.4,Drama,France
Inconceivable,2017,5.2,Thriller,UK
Independence Day: Resurgence,2016,5.2,Action,USA
Indignation,2016,6.7,Drama,USA
Inferno,2016,6.2,Action,USA
Infini,2015,5.4,Horror,Australia
Infinitely Polar Bear,2014,7,Comedy,USA
Infinity Chamber,2016,6.2,Sci-Fi,USA
Ingrid Goes West,2017,6.6,Comedy,USA
Inhale,2010,6.6,Drama,USA
Inherent Vice,2014,6.7,Comedy,USA
Inheritance,2020,5.5,Drama,USA
Injustice,2011,6.8,Biography,USA
Inside Llewyn Davis,2013,7.5,Comedy,USA
Inside Out,2015,8.1,Animation,USA
Insidious,2010,6.8,Horror,USA
Insidious: Chapter 2,2013,6.6,Horror,USA
Insidious: Chapter 3,2015,6.1,Horror,Canada
Insidious: The Last Key,2018,5.7,Horror,USA
Instant Family,2018,7.3,Comedy,USA
Instructions Not Included,2013,7.5,Comedy,Mexico
Insurgent,2015,6.2,Action,USA
Interstellar,2014,8.6,Adventure,USA
Interview with a Hitman,2012,6.3,Action,UK
Into the Forest,2015,5.8,Drama,Canada
Into the Grizzly Maze,2015,5.3,Action,USA
Into the Storm,2014,5.8,Action,USA
Into the Woods,2014,5.9,Adventure,USA
Intruders,2011,5.4,Fantasy,USA
IO,2019,4.7,Adventure,USA
Ip Man 2,2010,7.5,Action,Hong Kong
Ip Man 3,2015,7.1,Action,China
Iron Man 2,2010,7,Action,USA
Iron Man Three,2013,7.2,Action,USA
Iron Sky,2012,5.9,Action,Finland
Iron Sky: The Coming Race,2019,5,Action,Finland
Ironclad,2011,6.1,Action,UK
Irrational Man,2015,6.6,Comedy,USA
Irreplaceable You,2018,6.4,Comedy,USA
Irresistible,2020,6.2,Comedy,USA
Isle of Dogs,2018,7.9,Animation,Germany
Isn't It Romantic,2019,5.9,Comedy,USA
It,2017,7.3,Horror,USA
It Boy,2013,6.4,Comedy,France
It Comes at Night,2017,6.2,Horror,USA
It Follows,2014,6.8,Horror,USA
It: Chapter Two,2019,6.5,Drama,Canada
It's a Disaster,2012,6.4,Comedy,USA
It's Kind of a Funny Story,2010,7.1,Comedy,USA
It's Only the End of the World,2016,6.9,Drama,Canada
It's Such a Beautiful Day,2012,8.3,Animation,USA
J. Edgar,2011,6.5,Biography,USA
Jack and Jill,2011,3.3,Comedy,USA
Jack et la mécanique du coeur,2013,7,Animation,France
Jack Goes Boating,2010,6.4,Drama,USA
Jack Reacher,2012,7,Action,USA
Jack Reacher: Never Go Back,2016,6.1,Action,China
Jack Ryan: Shadow Recruit,2014,6.2,Action,USA
Jack the Giant Slayer,2013,6.2,Adventure,UK
Jackie,2016,6.7,Biography,USA
James White,2015,7.1,Drama,USA
Jamesy Boy,2014,6.3,Biography,USA
Jane Eyre,2011,7.3,Drama,UK
Jane Got a Gun,2015,5.9,Action,USA
Jason Bourne,2016,6.6,Action,USA
Jay and Silent Bob Reboot,2019,5.7,Comedy,USA
Jeepers Creepers 3,2017,3.9,Action,USA
"Jeff, Who Lives at Home",2011,6.5,Comedy,USA
Jem and the Holograms,2015,4.2,Adventure,USA
Jenny's Wedding,2015,5.5,Comedy,USA
Jersey Boys,2014,6.8,Biography,USA
Jeruzalem,2015,4.8,Horror,Israel
Jessabelle,2014,5.4,Drama,USA
Jesus Henry Christ,2011,6.4,Comedy,USA
Jexi,2019,6.1,Comedy,USA
Jian dang wei ye,2011,2.9,Drama,China
Jian yu,2010,6.8,Action,China
Jigsaw,2017,5.8,Horror,Canada
Jimi: All Is by My Side,2013,5.7,Biography,Ireland
Jimmy's Hall,2014,6.7,Biography,UK
Jing wu feng yun: Chen Zhen,2010,6.3,Action,Hong Kong
Jobs,2013,5.9,Biography,USA
Joe,2013,6.9,Crime,USA
John Carter,2012,6.6,Action,USA
John Dies at the End,2012,6.4,Comedy,USA
John Doe: Vigilante,2014,6.6,Crime,Australia
John Wick,2014,7.4,Action,USA
John Wick: Chapter 2,2017,7.5,Action,USA
John Wick: Chapter 3 - Parabellum,2019,7.4,Action,USA
Johnny English Reborn,2011,6.3,Action,UK
Johnny English Strikes Again,2018,6.2,Action,UK
Jojo Rabbit,2019,7.9,Comedy,New Zealand
Joker,2019,8.5,Crime,USA
Jonah Hex,2010,4.7,Action,USA
Journey 2: The Mysterious Island,2012,5.8,Action,USA
Journey's End,2017,6.7,Drama,UK
Joy,2015,6.6,Biography,USA
Joyful Noise,2012,5.8,Comedy,USA
Juan of the Dead,2011,6.4,Action,Spain
Judy,2019,6.8,Biography,UK
Jug Face,2013,5.2,Drama,USA
"Juliet, Naked",2018,6.6,Comedy,USA
Jumanji: The Next Level,2019,6.7,Action,USA
Jumanji: Welcome to the Jungle,2017,6.9,Action,USA
Jumping the Broom,2011,5.7,Comedy,USA
Jungle,2017,6.7,Action,Australia
Jupiter Ascending,2015,5.3,Action,USA
Jurassic World,2015,7,Action,USA
Jurassic World: Fallen Kingdom,2018,6.2,Action,USA
Just Before I Go,2014,6.4,Comedy,USA
Just Getting Started,2017,4.5,Comedy,USA
Just Go with It,2011,6.4,Comedy,USA
Just Mercy,2019,7.6,Biography,USA
Just Wright,2010,5.9,Comedy,USA
Justice,2011,6.2,Action,USA
Justice League,2017,6.3,Action,USA
Justice League vs. the Fatal Five,2019,6.5,Animation,USA
Justin and the Knights of Valour,2013,6,Animation,Spain
Kabali,2016,6.2,Action,India
Kaboom,2010,5.7,Comedy,USA
Kajaki,2014,7.1,Adventure,UK
Karakomik Filmler: Kacamak,2019,5.5,Comedy,Turkey
Keanu,2016,6.3,Action,USA
Keep the Lights On,2012,6.4,Drama,USA
Keeping Up with the Joneses,2016,5.9,Action,USA
Khumba,2013,5.7,Animation,South Africa
Kick-Ass,2010,7.6,Action,UK
Kick-Ass 2,2013,6.5,Action,UK
Kickboxer: Vengeance,2016,4.9,Action,USA
Kid Cannabis,2014,6.4,Biography,USA
Kidnap,2017,5.9,Action,USA
Kidnapping Freddy Heineken,2015,6.1,Action,Netherlands
"Kiki, el amor se hace",2016,6.5,Comedy,Spain
Kill Command,2016,5.7,Action,UK
Kill List,2011,6.4,Action,UK
Kill Me Three Times,2014,5.9,Action,USA
Kill Switch,2017,4.8,Action,Netherlands
Kill the Irishman,2011,7.1,Biography,USA
Kill the Messenger,2014,6.9,Biography,USA
Kill Your Darlings,2013,6.5,Biography,USA
Kill Your Friends,2015,6,Comedy,UK
Killer Elite,2011,6.4,Action,UK
Killer Joe,2011,6.7,Crime,USA
Killers,2010,5.5,Action,USA
Killers Anonymous,2019,5.1,Action,UK
Killing Bono,2011,6.4,Comedy,UK
Killing Ground,2016,5.8,Horror,Australia
Killing Gunther,2017,4.8,Action,USA
Killing Season,2013,5.4,Action,USA
Killing Them Softly,2012,6.2,Crime,USA
Kin,2018,5.8,Action,USA
Kincsem,2017,7.4,Adventure,Hungary
King Arthur: Legend of the Sword,2017,6.7,Action,UK
King Cobra,2016,5.6,Comedy,USA
King of Thieves,2018,5.5,Biography,UK
Kingsglaive: Final Fantasy XV,2016,6.8,Animation,Japan
Kingsman: The Golden Circle,2017,6.7,Action,UK
Kingsman: The Secret Service,2014,7.7,Action,UK
Kite,2014,4.4,Action,USA
Kites,2010,6.1,Action,India
Klaus,2019,8.2,Animation,Spain
Knight and Day,2010,6.3,Action,USA
Knight of Cups,2015,5.7,Drama,USA
Knights of Badassdom,2013,5.6,Action,USA
Knives Out,2019,7.9,Comedy,USA
Knock Knock,2015,4.9,Drama,USA
Kodachrome,2017,6.8,Drama,Canada
Kon-Tiki,2012,7.2,Adventure,UK
Kong: Skull Island,2017,6.6,Action,USA
Krampus,2015,6.2,Comedy,USA
Krisha,2015,7.2,Drama,USA
Kristy,2014,5.9,Horror,USA
Kubo and the Two Strings,2016,7.8,Animation,USA
"Kumiko, the Treasure Hunter",2014,6.6,Drama,USA
Kung Fu Panda 2,2011,7.2,Animation,USA
Kung Fu Panda 3,2016,7.1,Animation,USA
Kung Fu Yoga,2017,5.2,Action,China
Kursk: The Last Mission,2018,6.6,Action,France
L!fe Happens,2011,5.6,Comedy,USA
La belle époque,2019,7.4,Comedy,France
La cage dorée,2013,7.2,Comedy,France
La La Land,2016,8,Comedy,USA
Labor Day,2013,6.9,Drama,USA
Labyrinth of Lies,2014,7.3,Drama,Germany
Ladies in Black,2018,6.7,Comedy,Australia
Ladies vs. Ricky Bahl,2011,6,Comedy,India
Lady and the Tramp,2019,6.3,Adventure,USA
Lady Bird,2017,7.4,Comedy,USA
Lady Macbeth,2016,6.8,Drama,UK
Lake Eerie,2016,4.8,Horror,USA
Land of Mine,2015,7.8,Drama,Denmark
Largo Winch II,2011,6.2,Action,France
Larry Crowne,2011,6.1,Comedy,USA
Last Christmas,2019,6.5,Comedy,UK
Last Flag Flying,2017,6.9,Comedy,USA
Last Knights,2015,6.2,Action,UK
Last Night,2010,6.6,Drama,USA
Last Passenger,2013,5.7,Action,UK
Last Shift,2014,5.8,Horror,USA
Last Vegas,2013,6.6,Comedy,USA
Late Night,2019,6.5,Comedy,USA
Late Phases,2014,6,Horror,USA
Laurence Anyways,2012,7.7,Drama,Canada
Lawless,2012,7.3,Crime,USA
Laxmii,2020,2.2,Action,India
Lay the Favorite,2012,4.8,Comedy,USA
Lazer Team,2015,5.6,Action,USA
LBJ,2016,6.5,Biography,USA
Le capital,2012,6.5,Drama,France
Le Mans '66,2019,8.1,Action,USA
Le nom des gens,2010,7.2,Comedy,France
Le Week-End,2013,6.3,Comedy,UK
Lean on Pete,2017,7.2,Drama,UK
Leap Year,2010,6.5,Comedy,USA
Learning to Drive,2014,6.4,Comedy,UK
Leatherface,2017,5,Crime,USA
Leave No Trace,2018,7.2,Drama,USA
Left Behind,2014,3.1,Action,USA
Legend,2015,6.9,Biography,UK
Legend of the Guardians: The Owls of Ga'Hoole,2010,6.9,Animation,USA
Legends of Oz: Dorothy's Return,2013,5.1,Animation,USA
Legion,2010,5.2,Action,USA
Leprechaun: Origins,2014,3.2,Fantasy,USA
Les Misérables,2012,7.6,Drama,UK
Les Misérables in Concert: The 25th Anniversary,2010,8.8,Drama,UK
Les saveurs du Palais,2012,6.4,Biography,France
Lessons in Love,2014,5.7,Comedy,USA
Let It Snow,2019,5.8,Comedy,USA
Let Me In,2010,7.1,Drama,UK
Let Us Prey,2014,5.8,Horror,UK
Let's Be Cops,2014,6.4,Action,USA
Let's Be Evil,2016,4.2,Horror,UK
Let's Kill Ward's Wife,2014,5.4,Comedy,USA
LETO,2018,7.3,Biography,Russia
Letters to Juliet,2010,6.5,Adventure,USA
Level 16,2018,6,Drama,Canada
Liberal Arts,2012,6.7,Comedy,USA
Life,2015,6.1,Biography,UK
Life After Beth,2014,5.6,Comedy,USA
Life as We Know It,2010,6.5,Comedy,USA
Life Itself,2018,6.8,Drama,USA
Life of a King,2013,6.9,Drama,USA
Life of Crime,2013,5.8,Comedy,USA
Life of Pi,2012,7.9,Adventure,USA
Life of the Party,2018,5.6,Comedy,USA
Life Partners,2014,6.2,Comedy,USA
Light of My Life,2019,6.6,Drama,USA
Lights Out,2016,6.3,Drama,USA
Like a Boss,2020,4.5,Comedy,USA
Like Crazy,2016,7.2,Comedy,Italy
Like Father,2018,6.1,Comedy,USA
Lila & Eve,2015,5.8,Crime,USA
Lilting,2014,7.2,Drama,UK
Limitless,2011,7.4,Sci-Fi,USA
Lincoln,2012,7.3,Biography,USA
Lion,2016,8,Biography,UK
Listen Up Philip,2014,6.3,Comedy,USA
Little,2019,5.5,Comedy,USA
Little Boy,2015,7.4,Drama,Mexico
Little Evil,2017,5.7,Comedy,USA
Little Fockers,2010,5.5,Comedy,USA
Little Italy,2018,5.7,Comedy,Canada
Little Joe,2019,5.9,Drama,Austria
Little Men,2016,6.7,Drama,USA
Little Monsters,2019,6.3,Comedy,Australia
Little Women,2019,7.8,Drama,USA
Live by Night,2016,6.4,Action,USA
Lizzie,2018,5.8,Biography,USA
Locke,2013,7.1,Drama,UK
Lockout,2012,6.1,Action,France
Logan,2017,8.1,Action,USA
Logan Lucky,2017,7,Comedy,USA
LOL,2012,4.4,Comedy,USA
Lola Versus,2012,5.5,Comedy,USA
London Boulevard,2010,6.2,Crime,USA
London Fields,2018,4.2,Crime,UK
London Has Fallen,2016,5.9,Action,UK
Lone Survivor,2013,7.5,Action,USA
Long Shot,2019,6.8,Comedy,USA
Look Away,2018,5.9,Drama,USA
Looking Glass,2018,4.6,Mystery,Canada
Looper,2012,7.4,Action,USA
Loosies,2011,6.2,Comedy,USA
Lords of Chaos,2018,6.5,Biography,UK
Lore,2012,7.1,Drama,Australia
Lost Girls,2020,6.1,Drama,USA
Lost River,2014,5.7,Drama,USA
Lottery Ticket,2010,5,Comedy,USA
Louder Than Bombs,2015,6.6,Drama,Norway
Love,2011,5.5,Drama,USA
Love & Friendship,2016,6.4,Comedy,Ireland
Love & Mercy,2014,7.4,Biography,USA
Love & Other Drugs,2010,6.7,Comedy,USA
Love and Honor,2013,5.7,Drama,USA
Love and Monsters,2020,7,Action,Canada
Love Crime,2010,6.5,Crime,France
Love Is All You Need,2012,6.5,Comedy,Denmark
Love Is Strange,2014,6.7,Drama,USA
Love Wedding Repeat,2020,5.5,Comedy,UK
"Love, Guaranteed",2020,5.5,Comedy,USA
"Love, Rosie",2014,7.2,Comedy,Germany
"Love, Simon",2018,7.6,Comedy,USA
"Love, Wedding, Marriage",2011,4.9,Comedy,USA
Lovelace,2013,6.2,Biography,USA
Lovely Molly,2011,5.3,Drama,USA
Loving,2016,7,Biography,UK
Loving Vincent,2017,7.8,Animation,Poland
"LSD: Love, Sex Aur Dhokha",2010,7.1,Comedy,India
Luce,2019,6.7,Drama,USA
Lucky,2017,7.3,Comedy,USA
Lucy,2014,6.4,Action,France
Lucy in the Sky,2019,4.8,Drama,USA
Lust Stories,2018,6.5,Drama,India
M.F.A.,2017,6.1,Drama,USA
Ma,2019,5.6,Horror,USA
Mac & Devin Go to High School,2012,4.4,Comedy,USA
Macbeth,2015,6.6,Drama,UK
MacGruber,2010,5.5,Action,USA
Machete,2010,6.6,Action,USA
Machete Kills,2013,5.6,Action,USA
Machine Gun Preacher,2011,6.8,Action,USA
Mad Max: Fury Road,2015,8.1,Action,Australia
Madagascar 3: Europe's Most Wanted,2012,6.8,Animation,USA
Madame,2017,6.1,Comedy,France
Madame Bovary,2014,5.7,Drama,Germany
Made in Dagenham,2010,7.2,Biography,UK
Madea's Big Happy Family,2011,4.7,Comedy,USA
Madea's Witness Protection,2012,4.9,Comedy,USA
Maggie,2015,5.6,Drama,USA
Maggie's Plan,2015,6.2,Comedy,USA
Magic in the Moonlight,2014,6.5,Comedy,USA
Magic Magic,2013,5,Drama,USA
Magic Mike,2012,6.1,Comedy,USA
Magic Mike XXL,2015,5.6,Comedy,USA
Mai wei,2011,7.7,Action,South Korea
Maleficent,2014,7,Action,USA
Maleficent: Mistress of Evil,2019,6.6,Adventure,USA
Malevolent,2018,4.8,Horror,UK
Mama,2013,6.2,Horror,Canada
Mamma Mia: Here We Go Again!,2018,6.6,Comedy,UK
Man Down,2015,5.9,Drama,USA
Man of Steel,2013,7,Action,USA
Man of Tai Chi,2013,6.1,Action,USA
Man on a Ledge,2012,6.6,Action,USA
Man Up,2015,6.8,Comedy,UK
Manchester by the Sea,2016,7.8,Drama,USA
Mandela: Long Walk to Freedom,2013,7.1,Biography,UK
Mandy,2018,6.5,Action,UK
Manglehorn,2014,5.6,Drama,USA
Manhattan Night,2016,6.2,Crime,USA
Maniac,2012,6.1,Horror,France
Manifesto,2015,6.6,Drama,Germany
Maps to the Stars,2014,6.2,Comedy,Canada
Mara,2018,5.1,Crime,USA
Marauders,2016,5.5,Action,Canada
Mard Ko Dard Nahin Hota,2018,7.4,Action,India
Mardi Gras: Spring Break,2011,5.2,Comedy,USA
Margaret,2011,6.4,Drama,USA
Margin Call,2011,7.1,Drama,USA
Marjorie Prime,2017,6.3,Drama,USA
Mark Felt: The Man Who Brought Down the White House,2017,6.4,Biography,USA
Marmaduke,2010,4.3,Comedy,USA
Marriage Story,2019,8,Comedy,UK
Mars Needs Moms,2011,5.4,Animation,USA
Marshall,2017,7.2,Biography,USA
Martha Marcy May Marlene,2011,6.9,Drama,USA
Martyrs,2015,4,Drama,USA
Mary Magdalene,2018,5.9,Biography,UK
Mary Poppins Returns,2018,6.7,Comedy,USA
Mary Queen of Scots,2018,6.3,Biography,UK
Mary Shelley,2017,6.4,Biography,UK
Mascots,2016,5.7,Comedy,USA
Master Z: The Ip Man Legacy,2018,6.5,Action,Hong Kong
Masterminds,2016,5.8,Biography,USA
Maudie,2016,7.6,Biography,Ireland
Mausam,2011,4.7,Drama,India
Max,2015,6.7,Adventure,USA
Max Steel,2016,4.6,Action,UK
Maximum Conviction,2012,4.8,Action,USA
Mayhem,2017,6.4,Action,USA
Maze Runner: The Death Cure,2018,6.2,Action,USA
Maze Runner: The Scorch Trials,2015,6.3,Action,USA
McFarland,2015,7.4,Biography,USA
Me and Earl and the Dying Girl,2015,7.7,Comedy,USA
Me Before You,2016,7.4,Drama,UK
"Me, Myself and Mum",2013,6.7,Comedy,France
Mechanic: Resurrection,2016,5.7,Action,USA
Medianeras,2011,7.5,Comedy,Argentina
Meek's Cutoff,2010,6.6,Adventure,USA
Meet the Blacks,2016,4.8,Comedy,USA
Meeting Evil,2012,5.3,Crime,USA
Megamind,2010,7.2,Animation,USA
Megan Is Missing,2011,4.6,Drama,USA
Melancholia,2011,7.2,Drama,Denmark
Men in Black 3,2012,6.8,Action,USA
Men in Black: International,2019,5.6,Action,China
"Men, Women & Children",2014,6.7,Comedy,USA
Mere Brother Ki Dulhan,2011,5.8,Comedy,India
Message from the King,2016,6.4,Action,UK
Metallica Through the Never,2013,7.2,Music,USA
Mia Madre,2015,6.8,Drama,Italy
Miami Beach,2020,6.5,Comedy,Romania
Mid90s,2018,7.4,Comedy,USA
Middle School: The Worst Years of My Life,2016,6.1,Comedy,USA
Midnight in Paris,2011,7.7,Comedy,Spain
Midnight Special,2016,6.6,Drama,USA
Midnight Sun,2018,6.6,Drama,USA
Midsommar,2019,7.1,Drama,USA
Midway,2019,6.7,Action,China
Mike and Dave Need Wedding Dates,2016,6,Comedy,USA
Mikra Anglia,2013,7.8,Drama,Greece
Mile 22,2018,6.1,Action,USA
Miles Ahead,2015,6.4,Biography,USA
Million Dollar Arm,2014,7,Biography,USA
Mindhorn,2016,6.3,Comedy,UK
Mindscape,2013,6.5,Drama,Spain
Mine,2016,5.9,Drama,USA
Minions,2015,6.4,Animation,USA
Miracles from Heaven,2016,7.1,Biography,USA
Mirai,2018,7,Animation,Japan
Mirror Mirror,2012,5.6,Adventure,USA
Misconduct,2016,5.3,Crime,USA
Miss Bala,2011,6.5,Action,Mexico
Miss Julie,2014,5.4,Drama,Norway
Miss Meadows,2014,5.7,Comedy,USA
Miss Peregrine's Home for Peculiar Children,2016,6.7,Adventure,USA
Miss Sloane,2016,7.5,Drama,France
Miss Stevens,2016,6.6,Comedy,USA
Miss You Already,2015,6.8,Comedy,UK
Missing Link,2019,6.7,Animation,Canada
Mission London,2010,7.2,Comedy,Bulgaria
Mission: Impossible - Fallout,2018,7.7,Action,USA
Mission: Impossible - Ghost Protocol,2011,7.4,Action,USA
Mission: Impossible - Rogue Nation,2015,7.4,Action,USA
Mississippi Grind,2015,6.4,Comedy,USA
Mistress America,2015,6.7,Comedy,USA
Moana,2016,7.6,Animation,USA
Molly's Game,2017,7.4,Biography,China
Mom and Dad,2017,5.5,Comedy,USA
Momentum,2015,5.5,Action,South Africa
Mommy,2014,8.1,Drama,Canada
Moms' Night Out,2014,5.4,Comedy,USA
Mon Roi,2015,7.1,Drama,France
Money Monster,2016,6.5,Crime,USA
Moneyball,2011,7.6,Biography,USA
Monos,2019,7,Adventure,Colombia
Monsieur Lazhar,2011,7.5,Comedy,Canada
Monster Hunter,2014,5.6,Drama,USA
Monster Trucks,2016,5.6,Action,Canada
Monsters,2010,6.4,Adventure,UK
Monsters University,2013,7.3,Animation,USA
Monsters: Dark Continent,2014,4.3,Action,UK
Monte Carlo,2011,5.8,Adventure,Hungary
"Montevideo, vidimo se!",2014,8.2,Adventure,Serbia
Mood Indigo,2013,6.5,Comedy,France
Moonlight,2016,7.4,Drama,USA
Moonrise Kingdom,2012,7.8,Comedy,USA
Moonwalkers,2015,6.1,Action,France
Morgan,2016,5.8,Action,USA
Morning Glory,2010,6.5,Comedy,USA
Morris from America,2016,6.2,Comedy,Germany
Mortal Engines,2018,6.1,Action,USA
Mortal Kombat Legends: Scorpion's Revenge,2020,7.4,Animation,USA
Mortdecai,2015,5.5,Action,UK
Mother!,2017,6.6,Drama,USA
Mother's Day,2010,6.3,Drama,USA
Motherless Brooklyn,2019,6.8,Crime,USA
Mountains May Depart,2015,6.9,Drama,China
Movie 43,2013,4.3,Comedy,USA
Mowgli: Legend of the Jungle,2018,6.5,Adventure,UK
Mr. Church,2016,7.6,Comedy,USA
Mr. Holmes,2015,6.9,Drama,UK
Mr. Jones,2019,6.9,Biography,Poland
Mr. Morgan's Last Love,2013,6.8,Comedy,Germany
Mr. Nice,2010,6.4,Biography,UK
Mr. Peabody & Sherman,2014,6.8,Animation,USA
Mr. Popper's Penguins,2011,6,Comedy,USA
Mr. Right,2015,6.3,Action,USA
Mr. Turner,2014,6.8,Biography,UK
Mrs. Serial Killer,2020,4.9,Crime,India
MSG 2 the Messenger,2015,6.7,Action,India
MSG: The Messenger of God,2015,5.9,Action,India
Much Ado About Nothing,2012,7.1,Comedy,USA
Mud,2012,7.4,Drama,USA
Mudbound,2017,7.4,Drama,USA
Mulan,2020,5.4,Action,USA
"Mune, le gardien de la lune",2014,7.2,Animation,France
Muppets Most Wanted,2014,6.4,Adventure,USA
Murder 2,2011,6.2,Action,India
Murder Mystery,2019,6,Action,USA
Murder on the Orient Express,2017,6.5,Crime,Malta
Mute,2018,5.4,Mystery,UK
My All-American,2015,7.2,Biography,USA
My Awkward Sexual Adventure,2012,6.1,Comedy,Canada
My Big Fat Greek Wedding 2,2016,6,Comedy,USA
My Cousin Rachel,2017,6,Drama,UK
My Friend Dahmer,2017,6.2,Biography,USA
My Girlfriend's Boyfriend,2010,5.8,Comedy,USA
My Life as a Courgette,2016,7.8,Animation,Switzerland
My Little Pony,2017,6.1,Animation,USA
My Name Is Khan,2010,8,Drama,India
My Old Lady,2014,6.4,Comedy,UK
My Soul to Take,2010,4.8,Horror,USA
My Spy,2020,6.3,Action,USA
My Week with Marilyn,2011,6.9,Biography,UK
Mystery Road,2013,6.6,Crime,Australia
Möbius,2013,6.1,Drama,France
Málmhaus,2013,7.1,Drama,Iceland
Naked,2017,5.4,Comedy,USA
Nanny McPhee and the Big Bang,2010,6.1,Comedy,UK
Naomi and Ely's No Kiss List,2015,5.5,Comedy,USA
Napapiirin sankarit,2010,6.9,Comedy,Finland
Nappily Ever After,2018,6.4,Comedy,USA
Ne Zha,2019,7.5,Animation,China
Nebraska,2013,7.7,Adventure,USA
Neds,2010,7,Drama,UK
Need for Speed,2014,6.4,Action,USA
Neighbouring Sounds,2012,7.2,Drama,Brazil
Nerve,2016,6.5,Adventure,USA
Never Let Me Go,2010,7.1,Drama,UK
Never Rarely Sometimes Always,2020,7.3,Drama,USA
New Year's Eve,2011,5.7,Comedy,USA
Newness,2017,6.4,Drama,USA
Next Gen,2018,6.6,Animation,China
Night at the Museum: Secret of the Tomb,2014,6.2,Adventure,UK
Night Hunter,2018,5.9,Action,Canada
Night Moves,2013,6,Drama,USA
Night of the Templar,2013,5.7,Horror,USA
Night School,2018,5.6,Comedy,USA
Night Train to Lisbon,2013,6.8,Mystery,Switzerland
Nightcrawler,2014,7.9,Crime,USA
Nine Lives,2016,5.3,Comedy,France
Ninja: Shadow of a Tear,2013,6.2,Action,Thailand
No Deposit,2015,5.1,Drama,Canada
No Escape,2015,6.8,Action,USA
No Good Deed,2014,5.6,Thriller,USA
No One Killed Jessica,2011,7.2,Biography,India
No One Lives,2012,6,Horror,USA
No Strings Attached,2011,6.2,Comedy,USA
No Tears for the Dead,2014,6.8,Action,South Korea
Noah,2014,5.7,Action,USA
