title,year,rating,genre,country
The Smurfs 2,2013,5.3,Animation,USA
The Snowman,2017,5.1,Crime,UK
The Social Network,2010,7.7,Biography,USA
The Son of Bigfoot,2017,6.1,Animation,Belgium
The Son of No One,2011,5.1,Action,USA
The Sorcerer's Apprentice,2010,6.1,Action,USA
The Souvenir,2019,6.4,Drama,UK
The Space Between Us,2017,6.4,Drama,USA
The Spectacular Now,2013,7.1,Comedy,USA
The SpongeBob Movie: Sponge on the Run,2020,6.1,Animation,USA
The SpongeBob Movie: Sponge Out of Water,2015,6,Animation,USA
The Spy Next Door,2010,5.4,Action,USA
The Spy Who Dumped Me,2018,6,Action,Canada
The Square,2017,7.2,Comedy,Sweden
The Stanford Prison Experiment,2015,6.9,Biography,USA
The Star,2017,6.2,Animation,USA
The Starving Games,2013,3.2,Comedy,USA
The Strangers: Prey at Night,2018,5.2,Horror,USA
The Sun Is Also a Star,2019,5.8,Drama,USA
The Super,2017,5.9,Horror,USA
The Survivalist,2015,6.4,Drama,UK
The Sweeney,2012,6.1,Action,UK
The Switch,2010,6.1,Comedy,USA
The Taking,2014,6,Horror,USA
The Tale,2018,7.3,Biography,USA
The Tall Man,2012,5.9,Crime,Canada
The Tax Collector,2020,4.7,Action,USA
The Tempest,2010,5.3,Comedy,USA
The Theory of Everything,2014,7.7,Biography,UK
The Thing,2011,6.2,Horror,Canada
The Thinning,2016,5.5,Action,USA
The Three Musketeers,2011,5.7,Action,USA
The Three Stooges,2012,5.1,Comedy,USA
The Titan,2018,4.8,Drama,UK
The to Do List,2013,5.8,Comedy,USA
The Tortured,2010,5.5,Horror,USA
The Tourist,2010,6,Action,USA
The Town,2010,7.5,Crime,USA
The Town That Dreaded Sundown,2014,5.6,Horror,USA
The Traitor,2019,7.1,Biography,Italy
The Transporter Refuelled,2015,5.2,Action,France
The Tree of Life,2011,6.8,Drama,USA
The Trial of the Chicago 7,2020,7.9,Drama,USA
The Trials of Cate McCall,2013,6.3,Crime,USA
The Trip,2010,7,Comedy,UK
The Trip to Italy,2014,6.6,Comedy,UK
The Trip to Spain,2017,6.6,Comedy,UK
The Trust,2016,5.4,Crime,USA
The Truth About Emanuel,2013,6,Drama,USA
The Tunnel,2011,5.9,Horror,Australia
The Turning,2020,3.8,Drama,UK
The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,Adventure,USA
The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,Adventure,USA
The Twilight Saga: Eclipse,2010,5,Drama,USA
The Two Faces of January,2014,6.2,Romance,UK
The Two Popes,2019,7.6,Biography,UK
The Unbeatables,2013,6.5,Animation,Argentina
The Upside,2017,6.9,Comedy,USA
The Vanishing,2018,5.8,Crime,UK
The Vast of Night,2019,6.7,Drama,USA
The Vatican Tapes,2015,4.8,Horror,USA
The Vault,2017,4.8,Crime,USA
The Veil,2016,4.7,Horror,USA
The Veteran,2011,5.8,Action,UK
The Visit,2015,6.2,Horror,USA
The Voices,2014,6.4,Comedy,USA
The Void,2016,5.8,Horror,Canada
The Vow,2012,6.8,Drama,USA
The Walk,2015,7.3,Action,USA
The Wall,2017,6.2,Action,USA
The Wandering Earth,2019,6,Action,China
The Ward,2010,5.6,Horror,USA
The Warrior's Way,2010,6.3,Action,New Zealand
The Washington Snipers,2013,6,Biography,USA
The Watch,2012,5.7,Comedy,USA
The Water Diviner,2014,7,Drama,Australia
The Wave,2015,6.7,Drama,Norway
The Way,2010,7.4,Comedy,Spain
The Way Back,2010,7.3,Adventure,USA
The Way Way Back,2013,7.4,Comedy,USA
The Wedding Ringer,2015,6.6,Comedy,USA
The Week Of,2018,5.2,Comedy,USA
The Whistleblower,2010,7.1,Biography,Canada
The Whole Truth,2016,6.2,Crime,USA
The Wife,2017,7.2,Drama,UK
The Willoughbys,2020,6.4,Animation,Canada
The Wind,2018,5.5,Horror,USA
The Wind Rises,2013,7.8,Animation,Japan
The Witch,2015,6.9,Drama,Canada
The Witch: Part 1 - The Subversion,2018,7.1,Action,South Korea
The Witches,2020,5.4,Adventure,USA
The Wolf of Snow Hollow,2020,6.2,Comedy,USA
The Wolf of Wall Street,2013,8.2,Biography,USA
The Wolfman,2010,5.8,Drama,USA
The Wolverine,2013,6.7,Action,USA
The Woman,2011,6,Drama,USA
The Woman in Black,2012,6.4,Drama,UK
The Woman in Black 2: Angel of Death,2014,4.8,Drama,UK
The Woman in the Fifth,2011,5.3,Drama,France
The Words,2012,7,Drama,USA
The World's End,2013,7,Comedy,UK
The Wretched,2019,5.8,Horror,USA
The Wrong Missy,2020,5.7,Comedy,USA
The Young and Prodigious T.S. Spivet,2013,7.1,Action,France
The Young Karl Marx,2017,6.6,Biography,France
The Young Offenders,2016,7.1,Adventure,Ireland
The Zero Theorem,2013,6.1,Comedy,UK
The Zookeeper's Wife,2017,7,Biography,Czech Republic
Theeb,2014,7.2,Adventure,United Arab Emirates
Their Finest,2016,6.8,Comedy,UK
These Final Hours,2013,6.7,Drama,Australia
They Came Together,2014,5.5,Comedy,USA
They Look Like People,2015,5.9,Drama,USA
Things to Come,2016,7,Drama,France
Think Like a Man,2012,6.5,Comedy,USA
Think Like a Man Too,2014,5.8,Comedy,USA
Third Person,2013,6.3,Drama,Belgium
Third Star,2010,7.5,Drama,UK
This Beautiful Fantastic,2016,6.9,Comedy,UK
This Is 40,2012,6.2,Comedy,USA
This Is the End,2013,6.6,Comedy,USA
This Is Where I Leave You,2014,6.6,Comedy,USA
This Means War,2012,6.3,Action,USA
This Must Be the Place,2011,6.7,Comedy,Italy
Thor,2011,7,Action,USA
Thor: Ragnarok,2017,7.9,Action,USA
Thor: The Dark World,2013,6.9,Action,USA
Thoroughbreds,2017,6.7,Comedy,USA
Those People,2015,6.5,Drama,USA
"Three Billboards Outside Ebbing, Missouri",2017,8.2,Comedy,UK
Thugs of Hindostan,2018,4,Action,India
Thunder Road,2018,7.1,Comedy,USA
Tiger Zinda Hai,2017,5.9,Action,India
Tim and Eric's Billion Dollar Movie,2012,5.4,Comedy,USA
Timbuktu,2014,7.1,Drama,Mauritania
Time After Time,2018,5.8,Comedy,USA
Time Lapse,2014,6.5,Horror,USA
Time Trap,2017,6.3,Action,USA
Tinker Tailor Soldier Spy,2011,7,Drama,UK
TinkerBell and the Secret of the Wings,2012,7.1,Animation,USA
Tiny Furniture,2010,6.2,Comedy,USA
To All the Boys I've Loved Before,2018,7.1,Comedy,USA
To All the Boys: P.S. I Still Love You,2020,6,Comedy,USA
To Rome with Love,2012,6.3,Comedy,USA
To the Bone,2017,6.8,Drama,USA
To the Wonder,2012,5.9,Drama,USA
Togo,2019,8,Adventure,USA
Tokarev,2014,5,Action,USA
Tolkien,2019,6.8,Biography,USA
Tom of Finland,2017,6.8,Biography,Finland
Tomb Raider,2018,6.3,Action,UK
Tomboy,2016,4.6,Action,France
"Tomorrow, When the War Began",2010,6.2,Action,Australia
Tomorrowland: A World Beyond,2015,6.4,Action,USA
Toni Erdmann,2016,7.4,Comedy,Germany
Tooth Fairy,2010,5,Comedy,USA
Top Five,2014,6.4,Comedy,USA
Total Recall,2012,6.3,Action,USA
Tower Block,2012,5.9,Thriller,UK
Tower Heist,2011,6.2,Action,USA
Toy Story 3,2010,8.3,Animation,USA
Toy Story 4,2019,7.8,Animation,USA
Tracers,2015,5.6,Action,USA
Tracks,2013,7.2,Adventure,Australia
Traffik,2018,6,Thriller,USA
Tragedy Girls,2017,6,Comedy,USA
Train to Busan Presents: Peninsula,2020,5.4,Action,South Korea
Trainwreck,2015,6.2,Comedy,USA
Trance,2013,6.9,Crime,UK
Transcendence,2014,6.3,Action,UK
Transformers: Age of Extinction,2014,5.6,Action,USA
Transformers: Dark of the Moon,2011,6.2,Action,USA
Transformers: The Last Knight,2017,5.2,Action,USA
Transit,2012,5.8,Action,USA
Trash,2014,7.2,Adventure,UK
Trauma,2016,5.4,Drama,Canada
Trauma Center,2019,4.5,Action,USA
Trespass,2011,5.3,Crime,USA
Trespass Against Us,2016,5.8,Action,UK
Treto poluvreme,2012,7.7,Drama,Republic of North Macedonia
Triple 9,2016,6.3,Action,USA
Triple Frontier,2019,6.4,Action,USA
Triple Threat,2019,5.6,Action,Thailand
Troll Hunter,2010,7,Drama,Norway
Trolls,2016,6.5,Animation,USA
Trolls World Tour,2020,6.1,Animation,USA
Tron,2010,6.8,Action,USA
Troop Zero,2019,6.9,Comedy,USA
Trouble with the Curve,2012,6.8,Drama,USA
True Crimes,2016,4.8,Crime,USA
True Grit,2010,7.6,Drama,USA
True History of the Kelly Gang,2019,6,Biography,Australia
True Memoirs of an International Assassin,2016,5.9,Action,USA
True Story,2015,6.3,Biography,USA
Truman,2015,7.3,Comedy,Spain
Trumbo,2015,7.5,Biography,USA
Trust,2010,6.9,Crime,USA
Truth,2015,6.8,Biography,Australia
Truth or Dare,2012,5.6,Horror,UK
Tucker and Dale vs Evil,2010,7.5,Comedy,Canada
Tulip Fever,2017,6.2,Drama,UK
Tully,2018,7,Comedy,USA
Tumbledown,2015,6.2,Comedy,USA
Turbo,2013,6.4,Animation,USA
Turbo Kid,2015,6.7,Action,Canada
"Turn Me On, Goddammit",2011,6.3,Comedy,Norway
Tusk,2014,5.3,Comedy,Canada
Twelve,2010,5.7,Action,USA
Twin Peaks: The Missing Pieces,2014,7.7,Drama,France
Twixt,2011,4.8,Comedy,USA
"Two Days, One Night",2014,7.3,Drama,Belgium
Two Is a Family,2016,7.4,Comedy,France
Two Night Stand,2014,6.4,Comedy,USA
Tyrannosaur,2011,7.6,Drama,UK
Türkisch für Anfänger,2012,5.8,Adventure,Germany
UFO,2018,6.2,Drama,USA
Uglydolls,2019,5,Animation,China
"Ultramarines: A Warhammer 40,000 Movie",2010,5.6,Animation,UK
Una,2016,6.2,Drama,UK
Unbroken,2014,7.2,Action,USA
Uncle Drew,2018,5.7,Comedy,USA
Uncut Gems,2019,7.4,Crime,USA
Under the Silver Lake,2018,6.5,Crime,USA
Under the Skin,2013,6.3,Drama,UK
Underwater,2020,5.8,Action,USA
Underworld: Awakening,2012,6.4,Action,USA
Underworld: Blood Wars,2016,5.8,Action,USA
Unfinished Business,2015,5.4,Comedy,USA
Unforgettable,2017,5.1,Drama,USA
Unfriended,2014,5.5,Horror,USA
Unfriended: Dark Web,2018,5.9,Horror,USA
Unhinged,2020,6,Action,USA
Unicorn Store,2017,5.5,Comedy,USA
United,2011,7.4,Drama,UK
Universal Soldier: Day of Reckoning,2012,5,Action,USA
Unknown,2011,6.8,Action,UK
Unlocked,2017,6.3,Action,Czech Republic
Unplanned,2019,5.8,Biography,USA
Unsane,2018,6.4,Drama,USA
Unstoppable,2010,6.8,Action,USA
Unthinkable,2010,7.1,Crime,USA
Untouchable,2011,8.5,Biography,France
Up for Love,2016,6.3,Comedy,France
Upgrade,2018,7.5,Action,USA
Upside Down,2012,6.4,Drama,Canada
Upstream Colour,2013,6.7,Drama,USA
Urge,2016,4.5,Thriller,USA
Us,2019,6.9,Horror,USA
USS Indianapolis: Men of Courage,2016,5.2,Action,USA
Utoya - July 22,2018,7.2,Drama,Norway
V/H/S,2012,5.8,Horror,USA
V/H/S Viral,2014,4.2,Horror,USA
V/H/S/2,2013,6,Horror,USA
Vacation,2015,6.1,Adventure,USA
Valentine's Day,2010,5.7,Comedy,USA
Valerian and the City of a Thousand Planets,2017,6.5,Action,France
Vampire Academy,2014,5.5,Action,USA
Vampires Suck,2010,3.4,Comedy,USA
Vampires vs. the Bronx,2020,5.5,Comedy,USA
Vamps,2012,5.2,Comedy,USA
Vanishing on 7th Street,2010,4.9,Horror,USA
Vehicle 19,2013,4.9,Action,USA
Velvet Buzzsaw,2019,5.7,Horror,USA
Vengeance: A Love Story,2017,5.2,Action,USA
Venom,2018,6.7,Action,China
Venuto al mondo,2012,7.4,Drama,Italy
Veronica Mars,2014,6.8,Crime,USA
Very Good Girls,2013,6,Drama,USA
Veteran,2015,7,Action,South Korea
Vice,2015,4.2,Action,USA
Viceroy's House,2017,6.7,Biography,UK
Victor Frankenstein,2015,6,Drama,UK
Victoria,2015,7.6,Crime,Germany
Victoria & Abdul,2017,6.8,Biography,UK
Vile,2011,5,Horror,USA
Villains,2019,6.2,Comedy,USA
Violet & Daisy,2011,6.1,Action,USA
Viral,2016,5.5,Drama,USA
Visions,2015,5.3,Drama,USA
Vivarium,2019,5.8,Comedy,Ireland
Vivir es fácil con los ojos cerrados,2013,7,Comedy,Spain
Voice from the Stone,2017,5.2,Drama,USA
Vox Lux,2018,5.9,Drama,USA
W.E.,2011,6.3,Drama,UK
Waar,2013,7.9,Action,Pakistan
Waiting for Forever,2010,6,Comedy,USA
Wakefield,2016,6.3,Drama,USA
Walk of Shame,2014,6,Comedy,USA
Walking Out,2017,5.8,Adventure,USA
Walking with Dinosaurs: The Movie,2013,5.2,Animation,UK
Wall Street: Money Never Sleeps,2010,6.2,Drama,USA
Walt Before Mickey,2015,5.9,Biography,USA
Wanderlust,2012,5.6,Comedy,USA
War,2019,6.5,Action,India
War Dogs,2016,7.1,Biography,USA
War for the Planet of the Apes,2017,7.4,Action,USA
War Horse,2011,7.2,Action,USA
War Machine,2017,6,Comedy,USA
War on Everyone,2016,5.8,Action,UK
War Room,2015,6.5,Drama,USA
War with Grandpa,2020,5.5,Comedy,USA
Warcraft: The Beginning,2016,6.8,Action,China
Warm Bodies,2013,6.8,Comedy,USA
Warrior,2011,8.2,Action,USA
Warrior King 2,2013,5.3,Action,Thailand
Wasp Network,2019,5.8,Crime,France
Water for Elephants,2011,6.9,Drama,USA
Waves,2019,7.6,Drama,USA
We Are Still Here,2015,5.7,Horror,USA
We Are What We Are,2013,5.9,Drama,USA
We Are Your Friends,2015,6.2,Drama,UK
We Bought a Zoo,2011,7.1,Comedy,USA
We Have a Pope,2011,6.7,Comedy,Italy
We Have Always Lived in the Castle,2018,5.6,Drama,USA
We Need to Talk About Kevin,2011,7.5,Drama,UK
We Summon the Darkness,2019,5.2,Horror,UK
We're the Millers,2013,7,Comedy,USA
Weekend,2011,7.6,Drama,UK
Welcome Home,2018,5.2,Thriller,Italy
Welcome to Marwen,2018,6.2,Biography,Japan
Welcome to Me,2014,5.9,Comedy,USA
Welcome to the Jungle,2013,4.9,Action,Puerto Rico
Welcome to the Punch,2013,6.1,Action,UK
Welcome to the Rileys,2010,7,Drama,UK
Wer,2013,5.9,Action,South Africa
What Happened to Monday,2017,6.9,Action,UK
What If,2013,6.8,Comedy,Canada
What Keeps You Alive,2018,5.7,Horror,Canada
What Maisie Knew,2012,7.4,Drama,USA
What Men Want,2019,5.3,Comedy,USA
What to Expect When You're Expecting,2012,5.7,Comedy,USA
What We Did on Our Holiday,2014,6.9,Comedy,UK
What We Do in the Shadows,2014,7.7,Comedy,New Zealand
What's Your Number?,2011,6.1,Comedy,USA
Wheelman,2017,6.4,Action,USA
Wheels,2014,8.7,Drama,USA
When in Rome,2010,5.6,Comedy,USA
When the Bough Breaks,2016,5.1,Drama,USA
When the Game Stands Tall,2014,6.7,Drama,USA
When We First Met,2018,6.4,Comedy,USA
Where Do We Go Now?,2011,7.5,Comedy,France
"Where'd You Go, Bernadette",2019,6.5,Comedy,USA
While We're Young,2014,6.3,Comedy,USA
Whiplash,2014,8.5,Drama,USA
Whiskey Tango Foxtrot,2016,6.6,Biography,USA
Whispers,2015,4.3,Drama,UK
White Bird in a Blizzard,2014,6.4,Drama,France
White Boy Rick,2018,6.5,Crime,USA
White Girl,2016,5.7,Crime,USA
White God,2014,6.9,Drama,Hungary
White House Down,2013,6.4,Action,USA
Who Am I,2014,7.6,Crime,Germany
Who Killed Captain Alex?,2010,8.2,Action,Uganda
Why Did I Get Married Too?,2010,4.7,Comedy,USA
Why Him?,2016,6.2,Comedy,USA
Why Stop Now?,2012,5.6,Comedy,USA
Widows,2018,6.9,Crime,UK
Wiener-Dog,2016,5.9,Comedy,USA
Wild,2014,7.1,Biography,USA
Wild Bill,2011,7.2,Drama,UK
Wild Card,2015,5.6,Action,USA
Wild Rose,2018,7.2,Comedy,UK
Wild Target,2010,6.8,Action,UK
Wildlife,2018,6.8,Drama,USA
Wildling,2018,5.5,Drama,USA
Willow Creek,2013,5.1,Horror,USA
Wilson,2017,5.8,Comedy,USA
Win It All,2017,6.2,Comedy,USA
Win Win,2011,7.1,Comedy,USA
Winchester,2018,5.4,Biography,Australia
Wind River,2017,7.7,Crime,UK
Wine Country,2019,5.4,Comedy,USA
Winnie the Pooh,2011,7.2,Animation,USA
Winter Sleep,2014,8.1,Drama,Turkey
Winter's Bone,2010,7.1,Drama,USA
Wish I Was Here,2014,6.7,Comedy,USA
Wish Upon,2017,5,Drama,USA
Wish You Were Here,2012,5.9,Drama,Australia
Within,2016,5.1,Horror,USA
Wolf Creek 2,2013,6.1,Action,Australia
Wolf Warrior 2,2017,6,Action,China
WolfCop,2014,5.5,Comedy,Canada
Wolves,2014,5.3,Action,France
Woman at War,2018,7.4,Adventure,Iceland
Woman in Gold,2015,7.3,Biography,UK
Woman Walks Ahead,2017,6.6,Biography,USA
Won't Back Down,2012,6.5,Drama,USA
Wonder,2017,8,Drama,USA
Wonder Park,2019,5.8,Animation,Spain
Wonder Wheel,2017,6.2,Drama,USA
Wonder Woman,2017,7.4,Action,USA
Wonderstruck,2017,6.2,Drama,USA
Woodlawn,2015,6.5,Drama,USA
Words and Pictures,2013,6.6,Comedy,USA
Work It,2020,6.1,Comedy,USA
World War Z,2013,7,Action,USA
Worlds Apart,2015,7.4,Drama,Greece
Would You Rather,2012,5.7,Horror,USA
Wounds,2019,4,Drama,USA
Wrath of the Titans,2012,5.7,Action,USA
Wreck-It Ralph,2012,7.7,Animation,USA
Wrecked,2013,6.5,Drama,USA
Wrong,2012,6.3,Comedy,France
Wrong Cops,2013,6,Comedy,France
Wuthering Heights,2011,6,Drama,UK
Wyrmwood,2014,6.2,Action,Australia
X,2011,5.5,Crime,Australia
X-Men: Apocalypse,2016,6.9,Action,USA
X-Men: Dark Phoenix,2019,5.8,Action,USA
X-Men: Days of Future Past,2014,7.9,Action,USA
X: First Class,2011,7.7,Action,USA
X+Y,2014,7.1,Drama,UK
Xin hai ge ming,2011,5.8,Action,China
XOXO,2016,5.3,Drama,USA
XX,2017,4.5,Horror,Canada
xXx: Return of Xander Cage,2017,5.2,Action,China
Yeh Jawaani Hai Deewani,2013,7.1,Drama,India
YellowBrickRoad,2010,4.8,Horror,USA
"Yes, God, Yes",2019,6.1,Comedy,USA
Yesterday,2019,6.8,Comedy,UK
Yip Man 4,2019,7.1,Action,Hong Kong
Yoga Hosers,2016,4.3,Action,USA
Yogi Bear,2010,4.6,Animation,USA
You Again,2010,5.8,Comedy,USA
You Get Me,2017,4.6,Crime,USA
You May Not Kiss the Bride,2011,5.4,Action,USA
You Should Have Left,2020,5.3,Drama,USA
You Were Never Really Here,2017,6.8,Crime,UK
You Will Meet a Tall Dark Stranger,2010,6.3,Comedy,USA
You're Next,2011,6.6,Horror,USA
You're Not You,2014,7.3,Drama,USA
Young Adult,2011,6.2,Comedy,USA
Your Highness,2011,5.5,Adventure,USA
Your Sister's Sister,2011,6.7,Comedy,USA
Youth,2015,7.3,Comedy,Italy
Yves Saint Laurent,2014,6.3,Biography,France
Z for Zachariah,2015,6,Drama,Iceland
Zambezia,2012,5.8,Animation,South Africa
Zero 2,2010,7.6,Comedy,Lithuania
Zero Dark Thirty,2012,7.4,Drama,USA
Zoe,2018,6.1,Romance,USA
Zombeavers,2014,4.8,Comedy,USA
Zombieland: Double Tap,2019,6.7,Action,USA
Zookeeper,2011,5.2,Comedy,USA
Zoolander 2,2016,4.7,Action,USA
Zootropolis,2016,8,Animation,USA
Zulu,2013,6.7,Crime,France
